id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
2264_group1_sirius_531	C9H14O2	[M + H]+	C9H14O2	Fatty acids	0.7002462148666382	Fatty acyls	0.5258339643478394	Fatty aldehydes	0.626775860786438	Medium-chain aldehydes	0.5955226421356201	Aldehydes	0.3706420063972473	Carbonyl compounds	0.9902732968330383	Organooxygen compounds	0.9999994039535522	Organic oxygen compounds	1.0	Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Medium-chain aldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	531
2265_group1_sirius_4955	C11H14O4	[M - H2O + H]+	C11H12O3	Shikimates and Phenylpropanoids	0.9002894163131714	Phenylpropanoids (C6-C3)	0.392035573720932	Cinnamic acids and derivatives	0.4516175389289856	Methoxyphenols	0.9510875940322876			Methoxyphenols	0.9510875940322876	Phenols	0.85467529296875	Benzenoids	0.9972358345985413	Organic compounds; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	4955
2267_group1_sirius_5371	C15H20O2	[M + H]+	C15H20O2	Terpenoids	0.983400285243988	Sesquiterpenoids	0.9724604487419128	Bisabolane sesquiterpenoids	0.2046099305152893	Sesquiterpenoids	0.674265444278717			Sesquiterpenoids	0.674265444278717	Prenol lipids	0.5838739275932312	Lipids and lipid-like molecules	0.5613079071044922	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Secondary alcohols; Carbonyl compounds; Benzenoids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	5371
2268_group1_sirius_1507	C12H11NO3S	[M + Na]+	C12H11NO3S	Shikimates and Phenylpropanoids	0.8460879921913147	Small peptides	0.7603476047515869	Aminoacids	0.41755542159080505	Benzenesulfonamides	0.9288805723190308			Benzenesulfonamides	0.9288805723190308	Benzene and substituted derivatives	0.9963280558586121	Benzenoids	0.99998939037323	Organic compounds; Organosulfur compounds; Benzenesulfonamides; Sulfanilides; Phenols; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Organooxygen compounds; Sulfonyls; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	1507
2269_group1_sirius_4848	C11H21NO2S	[M + H]+	C11H21NO2S	Alkaloids	0.48638105392456055	Small peptides	0.047195155173540115	Aminoacids	0.03394989296793938	Alpha amino acids and derivatives	0.8854697942733765	Amino acids and derivatives	0.989197313785553	Amino acids, peptides, and analogues	0.9886864423751831	Carboxylic acids and derivatives	0.9971305727958679	Organic acids and derivatives	0.9993429780006409	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiazolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Thiohemiaminal derivatives; Carbonyl compounds; Dialkylamines; Amines; Secondary amines; Azolidines; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	4848
2271_group1_sirius_9716	C11H20O4	[M + H]+	C11H20O4	Fatty acids	0.9882653951644897	Fatty esters	0.8699992895126343	Wax monoesters	0.7991083264350891	Fatty acid methyl esters	0.7764079570770264	Fatty acid methyl esters	0.7764079570770264	Fatty acid esters	0.971367597579956	Fatty Acyls	0.9733904600143433	Lipids and lipid-like molecules	0.9633471965789795	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	9716
2275_group1_sirius_541	C10H16O4	[M - H4O2 + H]+	C10H12O2	Fatty acids	0.7934128642082214	Fatty Acids and Conjugates	0.4965057075023651	Branched fatty acids	0.48526033759117126	Branched fatty acids	0.7445870041847229	Branched fatty acids	0.7445870041847229	Fatty acids and conjugates	0.5555902123451233	Fatty Acyls	0.7576110363006592	Lipids and lipid-like molecules	0.6916202306747437	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	541
2277_group1_sirius_2778	C12H22O6	[M - H4O2 + H]+	C12H18O4	Fatty acids	0.9440109729766846	Fatty Acids and Conjugates	0.43091174960136414	Monoacylglycerols	0.471234530210495	Monoacylglycerols	0.9790341258049011	Monoacylglycerols	0.9790341258049011	Monoradylglycerols	0.975699782371521	Glycerolipids	0.9802516102790833	Lipids and lipid-like molecules	0.9996209144592285	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Monoacylglycerols; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Medium-chain fatty acids; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2778
2278_group1_sirius_13770	C32H63N5O5	[M + H]+	C32H63N5O5	Amino acids and Peptides	0.19014929234981537	Oligopeptides	0.2151467502117157	Lipopeptides	0.409576952457428	Alpha amino acids and derivatives	0.9596707820892334	Amino acids and derivatives	0.9725439548492432	Amino acids, peptides, and analogues	0.9814396500587463	Carboxylic acids and derivatives	0.935079038143158	Organic acids and derivatives	0.9678241610527039	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	13770
2279_group1_sirius_8816	C24H30O6	[M + H3N + H]+	C24H33NO6	Shikimates and Phenylpropanoids	0.5095251798629761	Sesquiterpenoids	0.5150374174118042	Colensane and Clerodane diterpenoids	0.20811353623867035	Anisoles	0.851171612739563			Anisoles	0.851171612739563	Phenol ethers	0.8919491767883301	Benzenoids	0.9574772119522095	Organic compounds; Organoheterocyclic compounds; Lactones; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	8816
2280_group1_sirius_3736	C13H20O4	[M + H]+	C13H20O4	Terpenoids	0.31437253952026367	Sesquiterpenoids	0.1756143420934677	Jasmonic acids	0.1842965930700302	Lipids and lipid-like molecules	0.5780543684959412							Lipids and lipid-like molecules	0.5780543684959412	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	3736
2281_group1_sirius_9637	C14H22O3	[M + H]+	C14H22O3	Terpenoids	0.9858143925666809	Sesquiterpenoids	0.9356045722961426	Drimane sesquiterpenoids	0.29523205757141113	Sesquiterpenoids	0.7126021981239319			Sesquiterpenoids	0.7126021981239319	Prenol lipids	0.7556020021438599	Lipids and lipid-like molecules	0.7180121541023254	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Sesquiterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	9637
2282_group1_sirius_5396	C17H30O5	[M + Na]+	C17H30O5	Polyketides	0.8840526938438416	Linear polyketides	0.8075929284095764	Open-chain polyketides	0.9126390814781189	Ketals	0.741690456867218	Acetals	0.7050064206123352	Ethers	0.863793671131134	Organooxygen compounds	0.999996542930603	Organic oxygen compounds	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Dioxolanes; Alcohols and polyols; Ethers; Organooxygen compounds; 1,3-dioxolanes; Acetals; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organic oxygen compounds; Chemical entities	5396
2283_group1_sirius_8550	C18H34O4	[M - H4O2 + H]+	C18H30O2	Fatty acids	0.9970616698265076	Octadecanoids	0.7917520999908447	Other Octadecanoids	0.921919584274292	Long-chain fatty acids	0.6878926753997803	Long-chain fatty acids	0.6878926753997803	Fatty acids and conjugates	0.9930330514907837	Fatty Acyls	0.9999295473098755	Lipids and lipid-like molecules	0.9998167157173157	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	8550
2285_group1_sirius_2904	C14H29NO4	[M + Na]+	C14H29NO4	Fatty acids	0.75457364320755	Fatty amides	0.6341745853424072	N-acyl amines	0.581636905670166	Amino acids and derivatives	0.5635109543800354	Amino acids and derivatives	0.5635109543800354	Amino acids, peptides, and analogues	0.5937147736549377	Carboxylic acids and derivatives	0.9929637312889099	Organic acids and derivatives	0.9989585876464844	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	2904
2286_group1_sirius_9776	C24H33N5O5	[M + H]+	C24H33N5O5	Alkaloids	0.6160714626312256	Small peptides	0.39738643169403076	Pyridine alkaloids	0.3154985010623932	Benzene and substituted derivatives	0.8091481328010559					Benzene and substituted derivatives	0.8091481328010559	Benzenoids	0.7333786487579346	Organic compounds; Organoheterocyclic compounds; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	9776
2287_group1_sirius_9993	C18H28O2	[M + H]+	C18H28O2	Fatty acids	0.980736255645752	Fatty Acids and Conjugates	0.864924430847168	Unsaturated fatty acids	0.9772994518280029	Lineolic acids and derivatives	0.6898818016052246			Lineolic acids and derivatives	0.6898818016052246	Fatty Acyls	0.9924483299255371	Lipids and lipid-like molecules	0.9920536279678345	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	9993
2288_group1_sirius_13515	C10H18O2	[M + H]+	C10H18O2	Fatty acids	0.8284434676170349	Fatty esters	0.6556462645530701	Wax monoesters	0.6439130306243896	Fatty Acyls	0.5004828572273254					Fatty Acyls	0.5004828572273254	Lipids and lipid-like molecules	0.689302384853363	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	13515
2290_group1_sirius_3921	C33H36N4O6	[M + H]+	C33H36N4O6	Alkaloids	0.9572812914848328	Histidine alkaloids	0.5805552005767822	Imidazole alkaloids	0.6153698563575745	Bilirubins	0.9989132881164551			Bilirubins	0.9989132881164551	Tetrapyrroles and derivatives	0.9009518027305603	Organoheterocyclic compounds	1.0	Organic compounds; Organoheterocyclic compounds; Pyrroles; Pyrrolines; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Tetrapyrroles and derivatives; Bilirubins; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; N-acylimines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	3921
2291_group1_sirius_14211	C14H25O16P7	[M + H]+	C14H25O16P7	Fatty acids	0.4536592662334442	Fatty acyls	0.01634139195084572	Glycerophosphoinositol phosphates	0.42691880464553833	Alkyl phosphates	0.9708869457244873	Alkyl phosphates	0.9708869457244873	Phosphate esters	0.9989976286888123	Organic phosphoric acids and derivatives	0.9999986886978149	Organic acids and derivatives	0.9878512024879456	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Alkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	14211
2292_group1_sirius_8477	C22H18O7	[M + H]+	C22H18O7	Shikimates and Phenylpropanoids	0.9885021448135376	Coumarins	0.7958086133003235	Pyranocoumarins	0.29367807507514954	Isoflav-3-enones	0.8685721158981323	Isoflav-3-enones	0.8685721158981323	Isoflav-3-enes	0.5793559551239014	Isoflavonoids	0.19545964896678925	Phenylpropanoids and polyketides	0.9802742004394531	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Alkyl aryl ethers; Anisoles; Coumarins and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Isoflav-3-enes; Isoflav-3-enones; 1-benzopyrans; Pyranocoumarins; Linear pyranocoumarins; 2,2-dimethyl-1-benzopyrans; Pyranochromenes; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	8477
2294_group1_sirius_14558	C32H67NO8	[M + H]+	C32H67NO8	Fatty acids	0.9883056879043579	Fatty esters	0.9678502678871155	N-acyl amines	0.454054594039917	Amino acids and derivatives	0.5525202751159668	Amino acids and derivatives	0.5525202751159668	Amino acids, peptides, and analogues	0.5317015647888184	Carboxylic acids and derivatives	0.8407387733459473	Organic acids and derivatives	0.9823951125144958	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Dialkyl ethers; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	14558
2296_group1_sirius_14775	C34H52N2O4	[M + H]+	C34H52N2O4	Terpenoids	0.6927292943000793	Pseudoalkaloids	0.20065060257911682	Pregnane steroids	0.15275266766548157	Oxosteroids	0.6561751365661621			Oxosteroids	0.6561751365661621	Steroids and steroid derivatives	0.7085882425308228	Lipids and lipid-like molecules	0.8607067465782166	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Piperidines; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Oxosteroids; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Cyclic ketones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	14775
2297_group1_sirius_1423	C13H18O6	[M + H]+	C13H18O6	Shikimates and Phenylpropanoids	0.6391546130180359	Phenylethanoids (C6-C2)	0.16058434545993805	Phenylethanoids	0.16552428901195526	Benzene and substituted derivatives	0.8148524165153503					Benzene and substituted derivatives	0.8148524165153503	Benzenoids	0.8167099952697754	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Acetals; Secondary alcohols; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	1423
2298_group1_sirius_5843	C14H20O4	[M + H]+	C14H20O4	Terpenoids	0.42214494943618774	Sesquiterpenoids	0.2839341461658478	2-pyrone derivatives	0.25667160749435425	Secondary alcohols	0.6089835166931152	Secondary alcohols	0.6089835166931152	Alcohols and polyols	0.9126594662666321	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Secondary alcohols; Aromatic alcohols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	5843
2299_group1_sirius_11690	C35H60O7	[M + Na]+	C35H60O7	Polyketides	0.40328437089920044	Triterpenoids	0.651900053024292	Macrotetrolides	0.43853533267974854	Triterpenoids	0.5912930369377136			Triterpenoids	0.5912930369377136	Prenol lipids	0.8498334884643555	Lipids and lipid-like molecules	0.9174953699111938	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dialkyl ethers; Carboxylic acids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Terpene glycosides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	11690
2300_group1_sirius_11354	C28H45NO5	[M + H]+	C28H45NO5	Terpenoids	0.7722111344337463	Steroids	0.3650135397911072	Pregnane steroids	0.2134639322757721	Oxosteroids	0.5936749577522278			Oxosteroids	0.5936749577522278	Steroids and steroid derivatives	0.6599749326705933	Lipids and lipid-like molecules	0.8829293847084045	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Piperidines; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; N-acylpiperidines; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Oxosteroids; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	11354
2301_group1_sirius_14892	C18H36O5	[M - H2O + H]+	C18H34O4	Fatty acids	0.9961174726486206	Octadecanoids	0.8098900318145752	Other Octadecanoids	0.930341899394989	Long-chain fatty acids	0.8521146774291992	Long-chain fatty acids	0.8521146774291992	Fatty acids and conjugates	0.9949520826339722	Fatty Acyls	0.999920129776001	Lipids and lipid-like molecules	0.9998093247413635	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	14892
2302_group1_sirius_4846	C16H20NO2	[M + Na]+	C16H20NO2	Terpenoids	0.5533098578453064	Nicotinic acid alkaloids	0.28803199529647827	Pyridine alkaloids	0.26536670327186584	Benzene and substituted derivatives	0.6306072473526001					Benzene and substituted derivatives	0.6306072473526001	Benzenoids	0.6717278957366943	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	4846
2303_group1_sirius_2245	C24H50O13	[M + H3N + H]+	C24H53NO13	Fatty acids	0.9864943027496338	Glycerolipids	0.9589294195175171	Monoacylglycerols	0.8789548277854919	Polyethylene glycols	0.992657482624054	Dialkyl ethers	0.990301251411438	Ethers	0.9976969361305237	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	2245
2304_group1_sirius_778	C14H22O9	[M - H4O2 + H]+	C14H18O7	Fatty acids	0.9694936871528625	Fatty acyl glycosides	0.6357324719429016	Dicarboxylic acids	0.4580785930156708	O-glycosyl compounds	0.6853849291801453	Glycosyl compounds	0.5966558456420898	Carbohydrates and carbohydrate conjugates	0.6254522800445557	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Unsaturated fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	778
2306_group1_sirius_9388	C14H12O3	[M + H]+	C14H12O3	Polyketides	0.3246994912624359	Phloroglucinols	0.08145897090435028	Acyl phloroglucinols	0.3371850252151489	Benzophenones	0.9995162487030029			Benzophenones	0.9995162487030029	Benzene and substituted derivatives	0.9999912977218628	Benzenoids	0.9999991655349731	Organic compounds; Ketones; Benzophenones; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Diphenylmethanes; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl ketones; Vinylogous acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Phenylketones; Aryl-phenylketones; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	9388
2307_group1_sirius_9371	C33H63N5O9	[M + H]+	C33H63N5O9	Amino acids and Peptides	0.9802989363670349	Oligopeptides	0.9070867896080017	Linear peptides	0.6981275081634521	Depsipeptides	0.5168170928955078			Depsipeptides	0.5168170928955078	Peptidomimetics	0.15993312001228333	Organic acids and derivatives	0.9998118281364441	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Depsipeptides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	9371
2308_group1_sirius_9719	C20H42N2O2	[M + H]+	C20H42N2O2	Fatty acids	0.9956029653549194	Fatty amides	0.9818149209022522	N-acyl amines	0.989058792591095	Alpha amino acids	0.9831090569496155	Amino acids and derivatives	0.9943453073501587	Amino acids, peptides, and analogues	0.9945932030677795	Carboxylic acids and derivatives	0.9999502897262573	Organic acids and derivatives	0.9999991655349731	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Alpha amino acids; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	9719
2309_group1_sirius_5431	C17H30O5	[M - H2O + H]+	C17H28O4	Fatty acids	0.5223800539970398	Fatty Acids and Conjugates	0.275779128074646	Hydroxy fatty acids	0.17453224956989288	Fatty Acyls	0.7801744341850281					Fatty Acyls	0.7801744341850281	Lipids and lipid-like molecules	0.6778861284255981	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	5431
