confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
1621	1	1	2	2	0.2860236941389954	-62.19115744542087	N/A	16.167194907648344	C13H22O4	[M - H2O + H]+	QMTCVGUNYZWEJH	InChI=1S/C13H22O4/c14-12(15)10-8-6-4-2-1-3-5-7-9-11-13(16)17/h8,10H,1-7,9,11H2,(H,14,15)(H,16,17)	null	C(CCCCC=CC(=O)O)CCCCC(=O)O	3.39510536	23091819;54236206	COCONUT:(CNP0144706);Natural Products:(UNPD182331);PubChem:(23091819 54236206)	2129922	225.14866	303.105	2092_group1_sirius_9601	9601
1622	1	1	1	1	0.28601912497680493	-82.85819055395993	N/A	29.753392993804447	C14H20O2	[M + H]+	YNZYUHPFNYBBFF	InChI=1S/C14H20O2/c1-10(2)9-12-5-7-13(8-6-12)11(3)14(15)16-4/h5-8,10-11H,9H2,1-4H3	Motrin methyl ester	CC(C)CC1=CC=C(C=C1)C(C)C(=O)OC	3.87660146	109101;5326009;6933487;46218164;59015029	NORMAN:(NS00005618);PubChem class - safety and toxic;PubChem:(109101 5326009 6933487 46218164 59015029);PubMed;KEGG Mine	8657305666	221.15394	444.3	1183_group1_sirius_15022	15022
1623	1	1	2	2	0.28600759367993334	-9.630632922343315	N/A	193.96049167563137	C18H30O3	[M + H]+	JHXAZBBVQSRKJR	InChI=1S/C18H30O3/c1-2-3-11-14-17(19)15-12-9-7-5-4-6-8-10-13-16-18(20)21/h7,9,12,15H,2-6,8,10-11,13-14,16H2,1H3,(H,20,21)	13-Kodda	CCCCCC(=O)C=CC=CCCCCCCCC(=O)O	5.19999981	160205;5283012;6446027;25791066;40490648;117642238	HMDB:(4668);SuperNatural:(SN00241423 SN00391898 SN00358986 SN00011320);ZINC bio:(ZINC04655398 ZINC13515840);additional;MeSH:(160205 5283012 6446027);PubMed;COCONUT:(CNP0144879 CNP0389625);Natural Products:(UNPD43091 UNPD49933 UNPD59866);PubChem:(160205 5283012 6446027 25791066 40490648 117642238);CHEBI:(72815 136531 90781 68947);KEGG:(C14765);Training Set	3727726	295.22677	330.78340129402113	2892_group1_sirius_10601	10601
1624	1	3	1	11	0.28580291058757473	-663.9266458676155	N/A	10.16229731395874	C20H14O8S	[M + H]+	OIBVHMHPAKLZEG	InChI=1S/C20H14O8S/c1-20-5-4-15(22)12-8-27-19(17(12)20)18(23)11-6-9-10(7-13(11)20)16(3-2-14(9)21)28-29(24,25)26/h2-3,6-8,21H,4-5H2,1H3,(H,24,25,26)	null	CC12CCC(=O)C3=COC(=C31)C(=O)C4=CC5=C(C=CC(=C5C=C24)OS(=O)(=O)O)O	2.9000001	126008;15616113;21632953;91935156;134611780	COCONUT:(CNP0078335 CNP0275158);Natural Products:(UNPD23097 UNPD68574);PubChem:(126008 15616113 21632953 91935156 134611780);SuperNatural:(SN00269492 SN00248332);MeSH:(126008);PubMed	3178566	415.04675	299.1	1868_group1_sirius_9374	9374
1625	1	7	1	6	0.28580129567433543	-408.1307633125483	N/A	5.263943878222758	C15H31N5O3	[M + Na]+	UYXFKBOOKOEDHK	InChI=1S/C15H31N5O3/c1-11(18)14(22)20-13(7-3-5-9-17)15(23)19-12(10-21)6-2-4-8-16/h10-13H,2-9,16-18H2,1H3,(H,19,23)(H,20,22)	null	CC(C(=O)NC(CCCCN)C(=O)NC(CCCCN)C=O)N	-1.79999995	132274406	PubChem:(132274406);PubChem class - bio and metabolites	16777218	352.23321	169.21	322_group1_sirius_2625	2625
1626	1	1	1	1	0.28578946596699123	-28.43142329963649	N/A	37.99824306279113	C18H28O2	[M + H]+	IJTNSXPMYKJZPR	InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-10H,2,11-17H2,1H3,(H,19,20)	Parinaric acid	CCC=CC=CC=CC=CCCCCCCCC(=O)O	5.46570683	107981;5282838;5312509;5320416;5460991;5460993;5460995;12313969;9970695;10378843;35025837;88113245;87119813;101625845;118433567	SuperNatural:(SN00226753 SN00370177 SN00160559);additional;MeSH:(107981 5282838 5460995);PubMed;NORMAN:(NS00010558);COCONUT:(CNP0043971 CNP0076398 CNP0308184);Natural Products:(UNPD65715 UNPD84103 UNPD88186);PubChem:(107981 5282838 5312509 5320416 5460991 5460993 5460995 12313969 9970695 10378843 35025837 88113245 87119813 101625845 118433567);CHEBI:(32408 32416 32410 32409 32414);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-17408);KEGG Mine	8694581350	277.21624	364.01890625	4386_group1_sirius_12024	12024
1627	1	1	1	5	0.2857693324910673	-133.0067259295607	N/A	39.844436150422915	C23H36O6	[M + H]+	BOZILQFLQYBIIY	InChI=1S/C23H36O6/c1-4-14(2)23(28)29-20-7-5-6-16-9-8-15(3)19(22(16)20)11-10-17(24)12-18(25)13-21(26)27/h6,8-9,14-15,17-20,22,24-25H,4-5,7,10-13H2,1-3H3,(H,26,27)	3,5-dihydroxy-7-[2-methyl-8-(2-methylbutanoyloxy)-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]heptanoic acid	CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O	3.91219568	446154;4468721;9844355;12940238;23259247;23259248;23899997;38349409;40474549;44303221;51537033;60132055;76764045;92853254;92853255;124584846;133554309	COCONUT:(CNP0058675 CNP0282416);Natural Products:(UNPD15316);PubChem:(446154 4468721 9844355 12940238 23259247 23259248 23899997 38349409 40474549 44303221 51537033 60132055 76764045 92853254 92853255 124584846 133554309);SuperNatural:(SN00007043 SN00028709 SN00310151);CHEBI:(39508 142050);ZINC bio:(ZINC04134477 ZINC31157647);additional;PubChem class - bio and metabolites;Training Set;PubMed;KEGG Mine	8610439266	409.25822	217.0020166015625	5531_group1_sirius_5231	5231
1628	1	2	1	2	0.285416303720586	-53.25847461229216	N/A	82.61848466978137	C15H28O3	[M + Na]+	BGUYVWYUIXKRDO	InChI=1S/C15H28O3/c1-6-15(5,18)11-7-8-12(2)9-10-13(16)14(3,4)17/h6,8,13,16-18H,1,7,9-11H2,2-5H3	6,11-Dodecadiene-2,3,10-triol, 2,6,10-trimethyl-	CC(=CCCC(C)(C=C)O)CCC(C(C)(C)O)O	2.29999995	14139796;14139797;10355067;35756042;35756043;35756045;71332385	COCONUT:(CNP0223790);Natural Products:(UNPD19458);PubChem:(14139796 14139797 10355067 35756042 35756043 35756045 71332385);SuperNatural:(SN00027358 SN00027355 SN00027356 SN00027357);ZINC bio:(ZINC28539494 ZINC28539497 ZINC28539500 ZINC28539503);additional;Training Set;PubMed	3727426	279.19553	245.77625	4103_group1_sirius_6860	6860
1629	1	1	1	1	0.28526273963245746	-82.7876300063722	N/A	107.48490919299049	C10H12O5	[M + H]+	UTXNRISXYKZJTH	InChI=1S/C10H12O5/c1-15-9-4-6(2-3-7(9)12)10(14)8(13)5-11/h2-4,8,11-13H,5H2,1H3	null	COC1=C(C=CC(=C1)C(=O)C(CO)O)O	0.224788442	15765124;92446370;92446371	COCONUT:(CNP0283344);HMDB:(41286);KNApSAcK:(33738);Natural Products:(UNPD152980);PubChem:(15765124 92446370 92446371);SuperNatural:(SN00158209);additional;PubChem class - bio and metabolites;Training Set;PubMed	20496474	213.07571	54.774502651948765	6082_group1_sirius_385	385
1630	1	1	1	3	0.2852229098585509	-67.50110318819843	N/A	11.491235596074453	C22H44O7	[M + H]+	ODGZOZAHFLIINP	InChI=1S/C22H44O7/c1-2-3-4-5-6-7-8-9-10-11-22(24)29-21-20-28-19-18-27-17-16-26-15-14-25-13-12-23/h23H,2-21H2,1H3	null	CCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCO	4.0	22355614	PubChem:(22355614);NORMAN:(NS00017714)	262146	421.31604	417.7	4351_group1_sirius_14308	14308
1631	1	1	1	1	0.28520983480965284	-74.05752168342904	N/A	49.49561928306953	C19H28	[M + H]+	BDOVQRGWITVTSL	InChI=1S/C19H28/c1-5-18(3)12-10-17-15(13-18)8-9-16-14(2)7-6-11-19(16,17)4/h5,8,16-17H,1-2,6-7,9-13H2,3-4H3	2-ethenyl-2,4b-dimethyl-8-methylidene-3,4,4a,5,6,7,8a,9-octahydro-1H-phenanthrene	CC1(CCC2C(=CCC3C2(CCCC3=C)C)C1)C=C	5.5999999	560947;101683068	COCONUT:(CNP0282972);Natural Products:(UNPD22669);PubChem:(560947 101683068);SuperNatural:(SN00400457)	3178498	257.22643	230.9372718858719	4202_group1_sirius_6124	6124
1632	1	1	1	1	0.2851574607356392	-89.95338913338871	N/A	11.250577664606697	C17H33NO	[M + H]+	BLGMYVKUAPVISO	InChI=1S/C17H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(19)15-16-18/h17,19H,2-15H2,1H3	3-hydroxyheptadecanenitrile	CCCCCCCCCCCCCCC(CC#N)O	6.5	11970495	PubChem:(11970495);NORMAN:(NS00058392)	262146	268.26335	280.3079134426266	518_group1_sirius_8658	8658
1633	1	1	1	1	0.28508179383531707	-12.765657384325737	N/A	18.722306676392535	C15H22N2O3	[M + H]+	WMDZARSFSMZOQO	InChI=1S/C15H22N2O3/c1-3-10(2)13(16)14(18)17-12(15(19)20)9-11-7-5-4-6-8-11/h4-8,10,12-13H,3,9,16H2,1-2H3,(H,17,18)(H,19,20)	isoleucylphenylalanine	CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N	1.55695367	435728;7009595;7009596;61157146;61172429;61173061;61173761;92148279;92271644;92271645;93606401;93609399;103868989;104901996;129367332	HMDB:(28914);PubChem:(435728 7009595 7009596 61157146 61172429 61173061 61173761 92148279 92271644 92271645 93606401 93609399 103868989 104901996 129367332);CHEBI:(74075);ZINC bio:(ZINC02384816 ZINC05618679);additional;Training Set;PubMed	548970	279.17068	146.38875000000002	2582_group1_sirius_1480	1480
1634	1	1	1	1	0.28503320287087003	-54.13215970518235	N/A	19.751625138819506	C16H35NO	[M + H]+	ZUEIVCHBEQAIAL	InChI=1S/C16H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17-15-16-18/h17-18H,2-16H2,1H3	2-(Tetradecylamino)ethanol	CCCCCCCCCCCCCCNCCO	5.80000019	71874	NORMAN:(NS00027954);PubChem:(71874);PubMed	262210	258.27919	308.4465507436998	3429_group1_sirius_9673	9673
1635	1	2	1	2	0.2849588061160039	-63.86116691312361	N/A	17.780500966783908	C29H48O3	[M + Na]+	LNURJDIZTKOMEH	InChI=1S/C29H48O3/c1-25(2)13-14-29(17-30)12-9-19-18(20(29)15-25)7-8-23-27(19,5)11-10-22-26(3,4)24(32)21(31)16-28(22,23)6/h7,19-24,30-32H,8-17H2,1-6H3	null	CC1(CCC2(CCC3C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1)CO)C	5.89608812	""	COCONUT:(CNP0158204);Natural Products:(UNPD156894);SuperNatural:(SN00336260)	3178496	467.35172	420.8595344924927	652_group1_sirius_14429	14429
1636	1	1	1	1	0.284944762163766	-106.85553078717926	N/A	82.13346537372507	C9H12O2	[M + H]+	KIIIPQXXLVCCQP	InChI=1S/C9H12O2/c1-2-7-11-9-5-3-8(10)4-6-9/h3-6,10H,2,7H2,1H3	p-Propoxyphenol	CCCOC1=CC=C(C=C1)O	2.29102039	29352	COCONUT:(CNP0079194);PubChem:(29352);SuperNatural:(SN00119732);ZINC bio:(ZINC01631229);PubChem class - safety and toxic;PubMed;KEGG Mine	8660197442	153.09109	32.619587314426894	5483_group1_sirius_192	192
1637	1	1	1	1	0.28471953695882496	-51.129073709566946	N/A	41.1765657350359	C12H22O3	[M + H]+	OTELGGYNGCBJGP	InChI=1S/C12H22O3/c1-11(13)9-7-5-3-2-4-6-8-10-12(14)15/h2-10H2,1H3,(H,14,15)	11-Oxododecanoic acid	CC(=O)CCCCCCCCCC(=O)O	2.95738602	547024	COCONUT:(CNP0305653);Natural Products:(UNPD62645);PubChem:(547024);SuperNatural:(SN00355383);PubMed	3178562	215.16444	246.7596830368042	2124_group1_sirius_6920	6920
1638	1	1	2	2	0.2846354889394838	-132.10204332801715	N/A	39.4368423501719	C14H20O6	[M - H2O + H]+	SHQHOHRUGBYJBS	InChI=1S/C14H20O6/c1-9-4-3-5-13(17)20-10(2)8-12(16)11(15)6-7-14(18)19-9/h3,5-7,9-12,15-16H,4,8H2,1-2H3	11,12-Dihydroxy-6,14-dimethyl-1,7-dioxacyclotetradeca-3,9-diene-2,8-dione	CC1CC=CC(=O)OC(CC(C(C=CC(=O)O1)O)O)C	0.899999976	5370384;10660695;11277576;10423992;10469093;21160417;90470261	COCONUT:(CNP0186746);Natural Products:(UNPD45300 UNPD194822 UNPD9190);PubChem:(5370384 10660695 11277576 10423992 10469093 21160417 90470261);SuperNatural:(SN00283985 SN00246467);MeSH:(10660695 11277576 90470261);PubMed	3178566	267.12301	175.735	3395_group1_sirius_2951	2951
1639	1	1	1	10	0.28455444013618064	-159.9847666583175	N/A	76.1362189773924	C21H34O9	[M + H3N + H]+	AQQOALFKYJWKPJ	InChI=1S/C21H34O9/c1-6-9-14(22)25-12-13(26-15(23)10-7-2)17-18(27-16(24)11-8-3)19-20(28-17)30-21(4,5)29-19/h13,17-20H,6-12H2,1-5H3	1,2-O-(1-Methylethylidene)-alpha-D-glucofuranose tributanoate	CCCC(=O)OCC(C1C(C2C(O1)OC(O2)(C)C)OC(=O)CCC)OC(=O)CCC	2.5999999	3079327	PubChem:(3079327);PubChem class - safety and toxic	67108866	448.25427	229.8277524006182	665_group1_sirius_6054	6054
1640	1	1	1	1	0.2843358181904764	-76.89033470196281	N/A	12.84654246180105	C10H18N2	[M + H]+	OQPSAQBHEQYYMJ	InChI=1S/C10H18N2/c11-7-3-6-10-12-8-4-1-2-5-9-12/h1-6,8-10H2	4-(azepan-1-yl)butanenitrile	C1CCCN(CC1)CCCC#N	1.5	76663;6993523	NORMAN:(NS00029195);PubChem class - safety and toxic;PubChem:(76663 6993523)	67371010	167.15454	475.8533984375	576_group1_sirius_15281	15281
1641	1	5	1	17	0.2843288781199222	-36.92460566703059	N/A	57.98010112309253	C16H30O5	[M + Na]+	ZDDYUVZDVHQVRW	InChI=1S/C16H30O5/c1-3-5-7-9-13(17)11-16(20)21-14(12-15(18)19)10-8-6-4-2/h13-14,17H,3-12H2,1-2H3,(H,18,19)	null	CCCCCC(CC(=O)OC(CCCCC)CC(=O)O)O	3.70000005	85688350;129408689;129408690;129408691;129408693	PubChem:(85688350 129408689 129408690 129408691 129408693);COCONUT:(CNP0086865)	2097154	325.20104	293.7125	342_group1_sirius_9224	9224
1642	1	1	1	1	0.28432479399532407	-209.05645870131616	N/A	23.301497236259475	C17H26N2O3	[M + H]+	ILCHAUPJKKIXPX	InChI=1S/C17H26N2O3/c1-12-15(20)18(13-8-4-2-5-9-13)17(22)19(16(12)21)14-10-6-3-7-11-14/h12-14H,2-11H2,1H3	1,3-Dicyclohexyl-5-methylbarbituric acid	CC1C(=O)N(C(=O)N(C1=O)C2CCCCC2)C3CCCCC3	3.4000001	12922	PubChem:(12922);PubChem class - safety and toxic	67108866	307.20212	216.99234375	175_group1_sirius_5280	5280
1643	1	1	2	2	0.2842527637468807	-20.94428131749425	N/A	40.7213771730882	C18H36O5	[M - H2O + H]+	CDWBHGXGXFTKRD	InChI=1S/C18H36O5/c1-2-3-7-10-15(19)13-14-17(21)16(20)11-8-5-4-6-9-12-18(22)23/h15-17,19-21H,2-14H2,1H3,(H,22,23)	null	CCCCCC(CCC(C(CCCCCCCC(=O)O)O)O)O	3.5999999	45359277	COCONUT:(CNP0306879);HMDB:(30935);Natural Products:(UNPD114984);PubChem:(45359277);PubChem class - bio and metabolites;KEGG Mine	8608841738	315.25333	437.57859375	2301_group1_sirius_14892	14892
1644	1	10	1	10	0.28421649224990264	-64.39284891444443	N/A	142.68928129688734	C16H32O5	[M + Na]+	MEHUJCGAYMDLEL	InChI=1S/C16H32O5/c17-13-9-5-4-7-11-15(19)14(18)10-6-2-1-3-8-12-16(20)21/h14-15,17-19H,1-13H2,(H,20,21)	Aleuritic acid	C(CCCC(C(CCCCCCO)O)O)CCCC(=O)O	2.5	10790;222178;7060883;7060884;7156911;7269315;7269316;7269317;7269318	SuperNatural:(SN00006027 SN00010597 SN00011198 SN00224148 SN00287991 SN00387647 SN00011197);ZINC bio:(ZINC03881331 ZINC04261791 ZINC04521130 ZINC04521131);additional;MeSH:(10790 222178 7269316 7269318);PubMed;NORMAN:(NS00013349);COCONUT:(CNP0159651 CNP0283828);Natural Products:(UNPD14387 UNPD133951 UNPD65159 UNPD103986);PubChem:(10790 222178 7060883 7060884 7156911 7269315 7269316 7269317 7269318);PubChem class - safety and toxic;Training Set;KEGG Mine	8661033030	327.21675	216.47329478263856	5384_group1_sirius_5286	5286
1645	1	1	1	1	0.2840533134265337	-72.41705249171702	N/A	20.907313933215388	C14H20	[M + H]+	DZEUFPKQXVLZSZ	InChI=1S/C14H20/c1-4-5-6-7-13(3)14-10-8-12(2)9-11-14/h4,8-11,13H,1,5-7H2,2-3H3	1-[(2R)-hept-6-en-2-yl]-4-methylbenzene	CC1=CC=C(C=C1)C(C)CCCC=C	5.0999999	11636960;11095377;101386466	COCONUT:(CNP0233429);KNApSAcK:(11894);Natural Products:(UNPD142874);PubChem:(11636960 11095377 101386466);SuperNatural:(SN00241337)	3178514	189.164	442.89	6145_group1_sirius_15005	15005
1646	1	1	1	1	0.28403365410592796	-161.5364630417427	N/A	75.88614686742737	C12H16O6	[M - H2O + H]+	LYHFOAGYEICQQA	InChI=1S/C12H16O6/c1-7-9(13)3-5-12(16)18-8(2)10(14)4-6-11(15)17-7/h3-10,13-14H,1-2H3	(3Z,5S,6R,9Z,11S,12R)-5,11-dihydroxy-6,12-dimethyl-1,7-dioxacyclododeca-3,9-diene-2,8-dione	CC1C(C=CC(=O)OC(C(C=CC(=O)O1)O)C)O	0.0	21602025	COCONUT:(CNP0296829);Natural Products:(UNPD52460);PubChem:(21602025);SuperNatural:(SN00302539)	3178498	239.09161	169.1896009244025	946_group1_sirius_2616	2616
1647	1	1	1	1	0.28391377123940287	-128.66124530433206	N/A	82.74363811932629	C13H18O4	[M + H]+	VVYHWYFUTOHXRH	InChI=1S/C13H18O4/c14-9-3-1-2-4-10-17-12-7-5-11(6-8-12)13(15)16/h5-8,14H,1-4,9-10H2,(H,15,16)	4-(6-hydroxyhexoxy)benzoic Acid	C1=CC(=CC=C1C(=O)O)OCCCCCCO	2.59375501	3628413	PubChem:(3628413);PubChem class - safety and toxic	67108866	239.12772	230.75308225650363	6027_group1_sirius_6110	6110
1648	1	7	1	10	0.2838188359175408	-259.2638635979984	N/A	3.5	C34H66O8	[M + K]+	YHNODRCOFQSLKV	InChI=1S/C34H66O8/c1-12-14-15-16-18-26(3)34(42-11)25-33(41-10)24-32(40-9)23-31(39-8)22-30(38-7)21-29(37-6)20-28(36-5)19-27(35-4)17-13-2/h13,18,27-34H,2,12,14-17,19-25H2,1,3-11H3	null	CCCCCC=C(C)C(CC(CC(CC(CC(CC(CC(CC(CC=C)OC)OC)OC)OC)OC)OC)OC)OC	6.69999981	11146438;101194503	COCONUT:(CNP0190376);Natural Products:(UNPD130142);PubChem:(11146438 101194503);SuperNatural:(SN00228375);PubMed	3178562	641.4411	393.86875	4658_group1_sirius_13521	13521
1649	1	1	1	1	0.2837366533460003	-171.57779425764346	N/A	5.50899593781989	C14H17NO2	[M + H]+	PNOOWJWGNVEQPV	InChI=1S/C14H17NO2/c1-3-17-13(16)9-10-14(2,11-15)12-7-5-4-6-8-12/h4-8H,3,9-10H2,1-2H3	ethyl 4-cyano-4-phenylpentanoate	CCOC(=O)CCC(C)(C#N)C1=CC=CC=C1	2.5	99001;92153535;92173414	NORMAN:(NS00044897);PubChem class - safety and toxic;PubChem:(99001 92153535 92173414)	67371010	232.13332	277.87749999999994	3515_group1_sirius_8534	8534
1650	1	1	1	1	0.2834428034347528	-33.47079064006944	N/A	26.686360792715423	CH6O6P2	[M - H2O + H]+	MBKDYNNUVRNNRF	InChI=1S/CH6O6P2/c2-8(3,4)1-9(5,6)7/h1H2,(H2,2,3,4)(H2,5,6,7)	Medronate	C(P(=O)(O)O)P(=O)(O)O	-3.29999995	16124;13931959;25200576;136758999	ZINC bio:(ZINC38140720);MeSH:(16124);PubMed;NORMAN:(NS00026458);COCONUT:(CNP0018931);PubChem:(16124 13931959 25200576 136758999);CHEBI:(43945);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-3731)	119826534	158.96158	374.99406250000004	3369_group1_sirius_12538	12538
1651	1	1	3	3	0.2834194171859667	-19.555261945924638	N/A	16.128038832822508	C16H28O2	[M - H2O + H]+	PUZGUNYANHPRKM	InChI=1S/C16H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h1H,3-15H2,(H,17,18)	15-Hexadecynoic acid	C#CCCCCCCCCCCCCCC(=O)O	5.660429	127256	COCONUT:(CNP0346646);PubChem:(127256);additional;MeSH:(127256);Training Set;PubMed;KEGG Mine	8592572486	235.20559	337.76125	3828_group1_sirius_10744	10744
1652	1	1	1	1	0.28335682758650443	-64.67256516792693	N/A	175.7779780908213	C10H16O5	[M - H2O + H]+	HWMMWMJBUOCCFZ	InChI=1S/C10H16O5/c1-6-4-7(11)2-3-8(12)9(13)5-10(14)15-6/h2-3,6-9,11-13H,4-5H2,1H3	Tuckolide	CC1CC(C=CC(C(CC(=O)O1)O)O)O	-0.800000012	196816;6507065;6443670;6444165;9794390;10059345;9991259;10262824;10353439;10421207;78174212;101656775;102135928	COCONUT:(CNP0415290);KNApSAcK:(16880);Natural Products:(UNPD154785 UNPD160096);PubChem:(196816 6507065 6443670 6444165 9794390 10059345 9991259 10262824 10353439 10421207 78174212 101656775 102135928);SuperNatural:(SN00020270 SN00020269 SN00003480 SN00020272 SN00313931 SN00020271);ZINC bio:(ZINC03798087 ZINC13433654 ZINC13433656 ZINC13433658 ZINC13433660);additional;MeSH:(196816 6443670 6444165 78174212 101656775);Training Set;PubMed	3727446	199.09575	36.11548137791187	348_group1_sirius_251	251
1653	1	1	1	2	0.28328952999748486	-168.80216415422288	N/A	11.694629059891227	C21H34O9	[M + Na]+	DQHHPAKUNFZVIQ	InChI=1S/C21H34O9/c1-9-10-4-6-20(2)12(5-7-21(3,27)17(20)16(10)30-18(9)26)29-19-15(25)14(24)13(23)11(8-22)28-19/h9-17,19,22-25,27H,4-8H2,1-3H3	null	CC1C2CCC3(C(CCC(C3C2OC1=O)(C)O)OC4C(C(C(C(O4)CO)O)O)O)C	0.0972554311	""	COCONUT:(CNP0131894)	2097152	453.20982	228.63660904236022	90_group1_sirius_6029	6029
1654	1	1	1	1	0.2832803520924843	-40.7656084044193	N/A	55.5018835187785	C16H30O	[M + H]+	QFPVVMKZTVQDTL	InChI=1S/C16H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h7-8,16H,2-6,9-15H2,1H3	9-hexadecenal	CCCCCCC=CCCCCCCCC=O	6.0999999	92066;5283375;5364643	NORMAN:(NS00022384);COCONUT:(CNP0286908);Natural Products:(UNPD207809 UNPD219930 UNPD145948);PubChem:(92066 5283375 5364643);SuperNatural:(SN00353430);YMDB Mine;MeSH:(5283375 5364643);PubChem class - safety and toxic;PubMed	34430287942	239.23697	386.2932585144043	1914_group1_sirius_13048	13048
1655	1	1	1	3	0.2832674965100283	-81.25258542332537	N/A	44.00605098798485	C19H34O6	[M + H3N + H]+	NBMAHNZMRSQCPG	InChI=1S/C19H34O6/c1-4-5-6-7-8-9-10-11-12-13-19(22)24-15-18(25-17(3)21)14-23-16(2)20/h18H,4-15H2,1-3H3	2,3-Bis(acetyloxy)propyl laurate	CCCCCCCCCCCC(=O)OCC(COC(=O)C)OC(=O)C	4.45137072	169212;97041697;97041698	PubChem:(169212 97041697 97041698);NORMAN:(NS00049247)	262146	376.26999	312.10456329345703	2851_group1_sirius_9828	9828
1656	1	1	2	20	0.28326106735998724	-196.77079321361472	N/A	120.35890335875128	C20H36O8	[M + H]+	JNFDQAYPZCYWLD	InChI=1S/C20H36O8/c1-3-23-9-11-25-13-15-27-19(21)17-5-7-18(8-6-17)20(22)28-16-14-26-12-10-24-4-2/h17-18H,3-16H2,1-2H3	Neosolue-aqulio	CCOCCOCCOC(=O)C1CCC(CC1)C(=O)OCCOCCOCC	1.29999995	25116113	PubChem:(25116113);NORMAN:(NS00005844)	262146	405.24819	231.75611260553583	4773_group1_sirius_6156	6156
1657	1	1	1	8	0.2828322106520721	-189.35133250696393	N/A	44.818839835044585	C18H35NO7	[M + H]+	ZSPOMVMMJMVHAN	InChI=1S/C18H35NO7/c1-2-3-4-5-6-7-8-9-13(22)10-16(24)19-14(11-20)17(25)18(26)15(23)12-21/h11,13-15,17-18,21-23,25-26H,2-10,12H2,1H3,(H,19,24)	2-Hdadg	CCCCCCCCCC(CC(=O)NC(C=O)C(C(C(CO)O)O)O)O	0.400000006	130235;14443539	MeSH:(130235);PubChem:(130235 14443539);PubMed	70	378.24894	155.1175	3668_group1_sirius_1996	1996
1658	1	1	2	2	0.2826871032133053	-64.6381197513938	N/A	129.6264995166628	C8H12O4	[M + H]+	PTSAPRTVUVUNGB	InChI=1S/C8H12O4/c1-6(9)2-3-7(10)4-5-8(11)12/h2-5H2,1H3,(H,11,12)	4,7-dioxocaprylic acid	CC(=O)CCC(=O)CCC(=O)O	-0.0968515277	244084	PubChem:(244084);CHEBI:(73742)	34	173.08091	77.55912173638927	2935_group1_sirius_507	507
1659	1	8	1	10	0.28259590034865856	-163.0697164819255	N/A	25.328909670605835	C35H60O7	[M + Na]+	CPVAKQVYNLPUBL	InChI=1S/C35H60O7/c1-7-21(19(2)3)9-8-20(4)24-10-11-25-29-26(13-15-35(24,25)6)34(5)14-12-23(16-22(34)17-27(29)37)41-33-32(40)31(39)30(38)28(18-36)42-33/h17,19-21,23-33,36-40H,7-16,18H2,1-6H3	null	CCC(CCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)C(C)C	6.5999999	13193018;70683854;91618239;101428658;129317034	COCONUT:(CNP0330406);Natural Products:(UNPD101845 UNPD120696);PubChem:(13193018 70683854 91618239 101428658 129317034);SuperNatural:(SN00358073 SN00379430);PubMed	3178562	615.41938	358.05	2299_group1_sirius_11690	11690
1660	1	1	1	10	0.28240111378643984	-161.12555067363326	N/A	11.359044087513244	C34H52O4	[M + H]+	VHDCIRHLALMTTP	InChI=1S/C34H52O4/c1-21(35)37-27-14-15-32(8)25(30(27,5)6)13-16-34(10)26(32)12-11-23-24-19-29(3,4)20-28(38-22(2)36)31(24,7)17-18-33(23,34)9/h11-12,25-28H,13-20H2,1-10H3	(9-acetyloxy-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,7,8,9,10,12,14a-dodecahydropicen-3-yl) acetate	CC(=O)OC1CCC2(C(C1(C)C)CCC3(C2C=CC4=C5CC(CC(C5(CCC43C)C)OC(=O)C)(C)C)C)C	8.30000019	5321491	COCONUT:(CNP0265422);PubChem:(5321491);SuperNatural:(SN00163201)	3145730	525.38991	390.81	4050_group1_sirius_13305	13305
