query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
3535,0.6099,74.0389,386.2919,312.2530,ZQAYHOXXVBVXPZ,N-(2-oxooxolan-3-yl)tetradecanamide,CCCCCCCCCCCCCC(=O)NC1CCOC1=O,345.6150,11097,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Fatty acyl homoserine lactones,Fatty amides,Fatty acids
3538,0.6929,122.0581,387.1439,509.2020,MJPYNCPSXRTGEE,,CC/1=C/OC(OC2OC(CO)C(O)C(O)C2O)C3C(CO)CC(OC(=O)\C=C\C4=CC=C(O)C=C4)C13,196.6610,4134,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Iridoid O-glycosides,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
3539,0.6297,154.0480,387.1440,541.1920,AHTRGGWSBFOEEG,"methyl (4S,5Z,6S)-5-(2-hydroxyethylidene)-4-[2-[2-(4-hydroxyphenyl)ethoxy]-2-oxoethyl]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C(=C\CO)[C@@H]1CC(=O)OCCc1ccc(O)cc1,210.5110,4914,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,Secoiridoid monoterpenoids,Monoterpenoids,Terpenoids
3540,0.6033,271.9457,387.1443,659.0900,RNKMOGIPOMVCHO,"1,3,6-Tri-O-galloyl-beta-D-glucose",O=C(OCC1OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C1O)C4=CC(O)=C(O)C(O)=C4,217.2290,5291,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Gallotannins,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
3541,0.4090,374.1274,387.1626,761.2900,DKBPTKFKCCNXNH,Kuwanon H,O=C1C2=C(O)C=C(O)C(=C2OC(C=3C=CC(O)=CC3O)=C1CC=C(C)C)C4C=C(C)CC(C5=CC=C(O)C=C5O)C4C(=O)C6=CC=C(O)C(=C6O)CC=C(C)C,288.8250,9004,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,8-prenylated flavones,Flavones,Flavonoids,Shikimates and Phenylpropanoids
3544,0.5537,55.0001,387.2011,332.2010,IPCGCUWDGJJICE,Jatrointelone L from S.guyanensis,O=C1[C@H](C)C[C@@H]2[C@@H](C2(C)C)CC[C@](C)(O3)[C@@H]3C4=C1[C@@H](O)[C@H](C)C4=O,217.5110,5313,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,Lathyrane diterpenoids,Diterpenoids,Terpenoids
3545,0.8988,0.0002,387.2012,387.2010,XRKBRPFTFKKHEF,Sinapoylhexoside,O=C(OC1OC(CO)C(O)C(O)C1(O))C=CC=2C=C(OC)C(O)=C(OC)C=2,137.5850,1195,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Hydroxycinnamic acid glycosides,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
3547,0.4090,461.9832,387.2368,849.2200,ZFWOUNNKSHIAFK,Sennoside D,O=C(O)C1=CC(O)=C2C(=O)C=3C(OC4OC(CO)C(O)C(O)C4O)=CC=CC3C(C2=C1)C5C=6C=CC=C(OC7OC(CO)C(O)C(O)C7O)C6C(=O)C8=C(O)C=C(C=C85)CO,287.8450,9031,Organic compounds,Benzenoids,Anthracenes,Anthracenecarboxylic acids and derivatives,Anthracenecarboxylic acids,Anthraquinones and anthrones,Polycyclic aromatic polyketides,Polyketides
3548,0.5545,216.0979,387.2369,171.1390,IFYYFLINQYPWGJ,FIO00040 gamma-Decalactone,CCCCCCC(C1)OC(=O)C1,279.6070,8614,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Lactones,Fatty esters,Fatty acids
3549,0.7373,0.0002,387.2378,387.2380,VIHRKOVEWCGJQP,2-[5-[2-[2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoyloxy]propyl]oxolan-2-yl]propanoic acid,CC(O)CC1CCC(C(C)C(=O)OC(C)CC2CCC(C(C)C(=O)O)O2)O1,230.7110,6125,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,Macrotetrolides,Polyethers,Polyketides
3550,0.5545,132.0441,387.2731,255.2290,JEDIPLFNJDRCFD,methyl (Z)-pentadec-10-enoate,CCCCC=CCCCCCCCCC(=O)OC,282.7530,8686,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
3551,0.5529,177.1992,387.2758,564.4750,CRQPNYSGCDQCRE,DG(16:1/0:0/16:1),CCCCCCCC/C=C\CCCCCC(=O)OCC(O)COC(=O)CCCCC/C=C\CCCCCCCC,418.2500,14335,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,3-diacylglycerols",Triacylglycerols,Glycerolipids,Fatty acids
3552,0.3459,89.3213,387.3223,298.0010,JSKAWULWNFPKLC,"ethyl 2-[(2,6-dichlorophenyl)carbonylamino]acetate",CCOC(=O)CN=C(O)c1c(Cl)cccc1Cl,273.6710,8450,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hippuric acids and derivatives,,,
3553,0.4310,68.9887,387.3583,456.3470,JXAZKNVJWYDQJY,N-Acetylsolasodine,CC1C2C(CC3C4CC=C5CC(O)CCC5(C)C4CCC23C)OC11CCC(C)CN1C(C)=O,272.4760,8276,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal alkaloids,Spirosolanes and derivatives,Steroidal alkaloids,Pseudoalkaloids,Alkaloids; Terpenoids
3555,0.3459,86.0361,388.2121,302.1760,JRWZLRBJNMZMFE,Dobutamine,[H]Oc(c([H])2)c([H])c([H])c(c([H])2)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])N([H])C([H])([H])C([H])([H])c(c([H])1)c([H])c(O[H])c(O[H])c([H])1,323.1460,10232,Organic compounds,Benzenoids,Phenols,Benzenediols,Catecholamines and derivatives,Phenylethylamines,Tyrosine alkaloids,Alkaloids
3556,0.7918,26.9997,388.2543,415.2540,YZUUTMGDONTGTN,Nonaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCO)O,139.5920,1246,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3560,0.3307,245.1203,388.2697,633.3900,JRDGRUGBUPIOBO,"1,2,6,6,10,17,20-heptamethyl-17-[N-(2-nitrophenyl)carbamoyl]-12-oxopentacyclo[ 12.8.0.0<2,11>.0<5,10>.0<15,20>]docos-13-en-7-yl acetate",CC(=O)OC1CCC2(C)C(CCC3(C)C2C(=O)C=C2C4CC(C)(C(O)=Nc5ccccc5[N+](=O)[O-])CCC4(C)CCC23C)C1(C)C,288.0740,9074,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,,,
3561,0.2943,208.0948,388.2698,180.1750,BUGYDGFZZOZRHP,"3,5-dimethyladamantan-1-amine",CC12CC3CC(C1)(CC(C3)(C2)N)C,280.0990,8645,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Monoalkylamines,,Sesquiterpenoids,Terpenoids
3565,0.4090,568.9929,389.1591,958.1520,QJYNZEYHSMRWBK,beta-penta-O-galloyl-glucose,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,208.1280,4829,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Gallotannins,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
3568,0.4887,84.2395,389.1785,473.4180,CVKZWRTYHCDWTE,HECOGENIN ACETATE,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC(=O)[C@@]2(C)[C@H]3C[C@@H]3O[C@]4(CC[C@H](C)CO4)[C@@H](C)[C@@H]32)C1,118.2040,714,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Spirostane steroids,Steroids,Terpenoids
3569,0.5521,270.2150,389.2150,659.4300,IGBVBNCWEWYJRK,"""11,12-epoxy-3,7-cembratrien-2,4-olide""",C/C1=C\CCC2=C[C@@H](OC2=O)[C@H](C(C)C)CC[C@]3(C)[C@H](O3)CC1,276.6700,8541,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpene lactones,Cembrane diterpenoids,Diterpenoids,Terpenoids
3572,0.4099,55.0537,390.1623,445.2160,ZXHLDNILIVGKPC,"7-Desacetoxy-6,7-Dehydrogedunin",CC1(C)C(=O)C=C[C@@]2(C)C1C=C[C@]1(C)C2CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)C3OC321,305.9590,9540,Organic compounds,Organoheterocyclic compounds,Naphthopyrans,,Naphthopyrans,Limonoids,Triterpenoids,Terpenoids
3573,0.7171,159.0168,390.1868,231.1700,XCTHZFGSVQBHBW,Val-Leu,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](C(C)C)N,69.7240,481,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
3574,0.4090,57.1582,390.1918,447.3500,ZVFDTKUVRCTHQE,Diisodecyl phthalate,CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,312.2680,9841,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
3575,0.3459,62.9818,390.2128,327.2310,IFRKCNPQVIJFAQ,"(.+/-.)-4-Hydroxy-5E,7Z,10Z,13Z,16Z,19Z-docosahexaenoic acid",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C=C\C(CCC(=O)O)O,256.6950,7374,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Very long-chain fatty acids,Other Docosanoids,Docosanoids,Fatty acids
3576,0.4090,449.2789,390.2851,839.5640,DKPMWHFRUGMUKF,"""(R)-4-((3R,5R,6R,7R,8S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)CC[C@@]3([H])[C@@]2([H])[C@@H](O)[C@H](O)[C@@]4([H])[C@]3(C)CC[C@@H](O)C4)CCC(O)=O,187.8620,3665,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",Cholane steroids,Steroids,Terpenoids
3577,0.5292,69.0083,390.2853,321.2770,QHATYOWJCAQINT,"methyl (8Z,11Z,14Z)-icosa-8,11,14-trienoate",CCCCCC=CCC=CCC=CCCCCCCC(=O)OC,207.8350,4804,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Other Eicosanoids; Unsaturated fatty acids,Eicosanoids; Fatty Acids and Conjugates,Fatty acids
3578,0.5545,81.0073,390.2853,309.2780,FMMOOAYVCKXGMF,Linoleic acid ethyl ester,CCCCC/C=C/C/C=C/CCCCCCCC(OCC)=O,215.5780,5193,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
3580,0.5737,0.0008,391.2108,391.2100,ZZFSKJIAKIBPSR,5-(3-methoxyphenyl)-N-((octahydro-1H-quinolizin-1-yl)methyl)-1H-pyrazole-3-carboxamide,O=C(NCC1CCCN2CCCCC21)C3=NNC(=C3)C=4C=CC=C(OC)C4,204.4590,4588,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles,Quinolizidine alkaloids,Lysine alkaloids,Alkaloids
3581,0.4090,277.3272,391.2108,668.5380,LBDXVTOFXXDOGH,DG(18:0/22:6/0:0),CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,310.4190,9700,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,2-diacylglycerols",Diacylglycerols,Glycerolipids,Fatty acids
3583,0.5516,372.2878,391.2322,763.5200,PBYPZVMETKFGQR,"5-[5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid",CCCCCC(O)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OC(CCCCC)CC(O)CC(O)=O,221.3420,5381,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives,Fatty acid estolides,Fatty esters,Fatty acids
3584,0.4090,68.0291,391.2509,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,368.4690,12222,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3586,0.9277,0.0004,391.2844,391.2840,BJQHLKABXJIVAM,Bis(2-ethylhexyl) phthalate,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,442.0120,14952,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
3588,0.9277,0.0005,391.2845,391.2840,BJQHLKABXJIVAM,Bis(2-ethylhexyl) phthalate,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,278.0610,8549,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
3589,0.9245,0.0005,391.2845,391.2840,IJFPVINAQGWBRJ,Diisooctyl phthalate,CC(C)CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C,254.1360,7231,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
3590,0.6333,111.9643,391.3417,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,392.4820,13495,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3591,0.4090,56.0082,391.3418,447.3500,ZVFDTKUVRCTHQE,Diisodecyl phthalate,CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,364.5000,12011,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
3592,0.5292,70.0804,391.3574,321.2770,QHATYOWJCAQINT,"methyl (8Z,11Z,14Z)-icosa-8,11,14-trienoate",CCCCCC=CCC=CCC=CCCCCCCC(=O)OC,426.7060,14546,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Other Eicosanoids; Unsaturated fatty acids,Eicosanoids; Fatty Acids and Conjugates,Fatty acids
3593,0.4090,55.1516,392.1914,447.3430,ZVFDTKUVRCTHQE,Diisodecyl phthalate,CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,126.6050,883,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
3594,0.4090,75.0012,392.1928,467.1940,XWUKFYMUYRYSCV,"(3,4-dimethoxyphenyl)-N-{2-[2-methyl-5-(phenylmethoxy)indol-3-yl]ethyl}carboxa mide",COc1ccc(C(O)=NCCc2c(C)[nH]c3ccc(OCc4ccccc4)cc23)cc1OC,166.4480,2498,Organic compounds,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,Dimethoxybenzenes,,,Alkaloids
3595,0.4090,52.9180,392.2650,445.1830,CBLZOHGNZALBTH,2-[6-{[(2Z)-4-Acetoxy-2-methyl-2-butenoyl]oxy}-2-hydroxy-3-(3-hydroxy-1-propen-2-yl)-4-methyl-4-vinylcyclohexyl]acrylic acid,CC(=O)OC\C=C(C)/C(=O)OC1CC(C)(C=C)C(C(O)C1C(=C)C(O)=O)C(=C)CO,285.2110,8875,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Elemane sesquiterpenoids,Elemane sesquiterpenoids,Sesquiterpenoids,Terpenoids
3596,0.4090,154.0654,392.2886,546.3540,AUVLSPFJDNTZKO,His-bMCA,C[C@H](CCC(N[C@H](C(O)=O)CC1=CNC=N1)=O)[C@H]2CC[C@@]3([H])[C@]4([H])[C@@H](O)[C@@H](O)[C@]5([H])C[C@H](O)CC[C@]5(C)[C@H]4CC[C@@]32C,280.4520,8738,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",Cholane steroids,Steroids,Terpenoids
3597,0.6337,110.9331,392.3739,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,394.7620,13544,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3598,0.7918,22.5050,392.7490,415.2540,YZUUTMGDONTGTN,Nonaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCO)O,175.9000,2980,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3602,0.4090,44.0095,393.2265,437.2360,YZUUTMGDONTGTN,Nonaethylene glycol|2-[2-[2-[2-[2-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol,OCCOCCOCCOCCOCCOCCOCCOCCOCCO,208.7140,4812,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3603,0.5932,0.0005,393.2265,393.2270,OHCQJHSOBUTRHG,AC1O7M2R,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C,210.9200,4977,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Labdane diterpenoids,Diterpenoids,Terpenoids
3605,0.3459,91.0876,393.2636,302.1760,JRWZLRBJNMZMFE,Dobutamine,[H]Oc(c([H])2)c([H])c([H])c(c([H])2)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])N([H])C([H])([H])C([H])([H])c(c([H])1)c([H])c(O[H])c(O[H])c([H])1,236.0480,6390,Organic compounds,Benzenoids,Phenols,Benzenediols,Catecholamines and derivatives,Phenylethylamines,Tyrosine alkaloids,Alkaloids
3607,0.6090,548.2463,393.2637,941.5100,VVWSVSOPOPDXMM,"(2S,3S,4S,5R,6R)-6-[[(3S,6aR,6bS,8aR,9R,12aS,14bR)-9-hydroxy-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-5-[(2R,3R,4S,5R,6S)-6-carboxy-4,5-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxyoxane-2-carboxylic acid",C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](C(=O)O)O[C@H]2O[C@@H]2[C@@H](O)[C@H](O)[C@@H](C(=O)O)O[C@H]2O[C@H]2CC[C@@]3(C)C(CC[C@]4(C)C3CC=C3[C@@H]5CC(C)(C)C[C@@H](O)[C@]5(C)CC[C@]34C)C2(C)C)[C@H](O)[C@H](O)[C@H]1O,221.9850,5589,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
3613,0.4887,81.0008,393.3092,474.3100,SXXHVPYRDFJKPG,Tomatidine HCl,Cl.OC1CCC2(C)C(CCC3C2CCC4(C)C3CC5OC6(NCC(C)CC6)C(C)C54)C1,280.2150,8636,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal alkaloids,Spirosolanes and derivatives,Steroidal alkaloids,Pseudoalkaloids,Alkaloids; Terpenoids
3614,0.4090,83.0864,394.0716,477.1580,AMWAJXHAKCWFJI,2-{1-[(4-chlorophenyl)carbonyl]-5-methoxy-2-methylindol-3-yl}-N-[(4-methoxyphe nyl)methyl]acetamide,COc1ccc(CN=C(O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,293.4950,9203,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Benzoylindoles,Benzoylindoles,,,Alkaloids
3615,0.7918,38.0262,394.2538,432.2800,YZUUTMGDONTGTN,Nonaethylene glycol  [IIN-based on: CCMSLIB00003137287],C(COCCOCCOCCOCCOCCOCCOCCOCCO)O,168.3320,2605,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3618,0.6109,108.9472,394.3528,503.3000,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,340.1370,10884,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3619,0.6337,64.9271,394.3529,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,356.2320,11551,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3620,0.6286,64.9270,394.3530,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,319.4930,10072,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3621,0.7319,108.9468,394.3532,503.3000,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,370.7430,12293,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3622,0.6333,108.9468,394.3532,503.3000,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,373.4320,12530,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3623,0.8673,0.0004,395.1104,395.1100,ULSUXBXHSYSGDT,"5,6,7,8-tetramethoxy-2-(4-methoxyphenyl)chromen-4-one [IIN-based on: CCMSLIB00000848340]",COC1=CC=C(C=C1)C2=CC(=O)C3=C(OC)C(OC)=C(OC)C(OC)=C3O2,276.2670,8477,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,8-O-methylated flavonoids,Flavones,Flavonoids,Shikimates and Phenylpropanoids
3628,0.6091,1186.4192,395.2208,1581.6400,ZISPNNMNSQFMCA,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,12aS,14bR)-8a-[(2S,3R,4S,5R,6R)-5-[3,4-dihydroxy-6-methyl-5-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-4-hydroxy-6-methyl-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxycarbonyl-4-formyl-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxane-2-carboxylic acid",CC1OC(O[C@@H]2[C@H](O)[C@@H](OC3OC(CO)C(O)C(O)C3O)[C@H](OC(=O)[C@]34CCC(C)(C)C[C@H]3C3=CCC5[C@@]6(C)CC[C@H](O[C@@H]7O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@@](C)(C=O)C6CC[C@@]5(C)[C@]3(C)C[C@H]4O)O[C@@H]2C)C(O)C(O)C1OC1OCC(O)C(O)C1O,408.7570,13949,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
3631,0.4090,417.2203,395.2427,812.4630,VLOGACFISZMMCN,"[3-methyl-1-[3-methyl-1-[3-methyl-1-[3-methyl-1-oxo-1-(2,3,4,5,6-pentahydroxyhexoxy)pentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl] 2-acetyloxy-3-methylpentanoate [IIN-based: Match]",CCC(C)C(OC(C)=O)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OC(C(C)CC)C(=O)OCC(O)C(O)C(O)C(O)CO,199.6130,4184,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Polyesters,Linear polyketides,Polyketides
