query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
3163,0.6333,218.0365,345.1335,563.1700,RFWGABANNQMHMZ,Oleuropein,O=C(OC)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(=CC)C1CC(=O)OCCC3=CC=C(O)C(O)=C3,217.4020,5598,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,Secoiridoid monoterpenoids,Monoterpenoids,Terpenoids
3164,0.7156,0.0005,345.1335,345.1330,KJWFOHVSTFGWGZ,Isolaserpitin,C/C=C(/C)C(=O)OC1C(O)c2c(ccc3ccc(=O)oc23)OC1(C)C,112.4920,869,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Pyranocoumarins,Angular pyranocoumarins,Pyranocoumarins,Coumarins,Shikimates and Phenylpropanoids
3165,0.4090,124.1964,345.1336,469.3300,QGWDYPREORDRIT,"(2S,4aS,6aS,6bR,12aS,14bR)-2,4a,6a,6b,9,9,12a-heptamethyl-10,13-dioxo-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-2-carboxylic acid",O=C(O)C1(C)CCC2(C)CCC3(C(=CC(=O)C4C5(C)CCC(=O)C(C)(C)C5CCC43C)C2C1)C,228.8500,6480,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids,Terpenoids
3166,0.7171,44.0291,345.1339,389.1630,ZKLPARSLTMPFCP,2-[2-[4-[(4-chlorophenyl)-phenyl-methyl]piperazin-1-yl]ethoxy]ethanoic acid,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,225.2220,6164,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,Diphenylmethanes,,,Alkaloids
3167,0.5284,177.0579,345.1599,168.1020,DIVQKHQLANKJQO,3-METHOXYTYRAMINE,COC1=C(O)C=CC(CCN)=C1,331.4980,11124,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,Phenylethylamines,Tyrosine alkaloids,Alkaloids
3168,0.5286,50.0352,345.2272,295.1920,NLDDIKRKFXEWBK,(5R)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one [IIN-based on: CCMSLIB00000847635],CCCCC[C@@H](O)CC(=O)CCC1=CC(OC)=C(O)C=C1,215.3540,5681,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Gingerols,,,
3169,0.5554,146.0573,345.2273,199.1700,WGPCZPLRVAWXPW,FIO00055 gamma-Dodecalactone,CCCCCCCCC(C1)OC(=O)C1,208.8780,5321,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Lactones,Fatty esters,Fatty acids
3171,0.6069,330.2442,345.2758,675.5200,FDULCEKAOVWBTQ,PE(P-16:0/16:0),CCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)(O)OCCN,246.5740,7217,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",Glycerophosphoethanolamines,Glycerophospholipids,Fatty acids
3172,0.4887,184.2225,346.0095,530.2320,SHFUECUZXIUHFD,(2S)-2-[[1-[(2S)-3-methyl-2-[(4-methylphenyl)sulfonylamino]pentanoyl]piperidine-4-carbonyl]amino]-2-phenylacetic acid,CCC(C)[C@H](NS(=O)(=O)c1ccc(C)cc1)C(=O)N2CCC(CC2)C(=O)N[C@H](C(=O)O)c3ccccc3,32.2760,210,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides,,,Amino acids and Peptides
3173,0.4090,187.3041,346.0099,533.3140,LGHWEYMIURUVDB,tert-butyl (2S)-2-[4-[[(2R)-1-[(4-fluorophenyl)methylamino]-3-methyl-1-oxobutan-2-yl]carbamoyl]piperidine-1-carbonyl]pyrrolidine-1-carboxylate,CC(C)[C@@H](NC(=O)C1CCN(CC1)C(=O)[C@@H]2CCCN2C(=O)OC(C)(C)C)C(=O)NCc3ccc(F)cc3,384.8560,13900,Organic compounds,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,Hybrid peptides,Tripeptides,Small peptides,Amino acids and Peptides
3174,0.5514,101.1811,346.0099,447.1910,KKBJVNCSGLJPDR,Thioproperazine dimesylate2347-80-0,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1.CS(=O)(=O)O,379.8050,13596,Organic compounds,Organoheterocyclic compounds,Benzothiazines,Phenothiazines,Phenothiazines,,Tryptophan alkaloids,Alkaloids
3175,0.6337,394.0900,346.1860,740.2760,JYVLOGILHBWLAE,"(1aS,1bS,2S,5aR,6S,6aS)-6-({2,3-Di-O-acetyl-6-deoxy-4-O-[(2E)-3-phenyl-2-propenoyl]-alpha-L-mannopyranosyl}oxy)-1a-(hydroxymethyl)-1a,1b,2,5a,6,6a-hexahydrooxireno[4,5]cyclopenta[1,2-c]pyran-2-yl beta-D-glucopyranoside",C[C@@H]1O[C@@H](O[C@H]2[C@@H]3\C=C/O[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]5(CO)O[C@@H]25)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(=O)\C=C\C6=CC=CC=C6,147.1230,1963,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acid esters,Cinnamic acid esters,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
3178,0.4090,248.0846,346.2224,594.3070,KMDKLWZQLMBIBS,"(6aR,9R)-N-[(2S)-1-[(3S,8aR)-3-benzyl-1,4-dioxo-6,7,8,8a-tetrahydro-3H-pyrrolo[1,2-a]pyrazin-2-yl]-3-methyl-1-oxobutan-2-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carbo",CC(C)[C@@H](C(=O)N1[C@H](C(=O)N2CCC[C@@H]2C1=O)CC3=CC=CC=C3)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C,161.8460,2793,Organic compounds,Alkaloids and derivatives,Ergoline and derivatives,Lysergic acids and derivatives,Ergopeptams,Ergot alkaloids,Tryptophan alkaloids,Alkaloids
3179,0.4090,144.0574,346.2226,490.2800,KFNWMXLJLRPJCL,"13-(acetyloxy)-1-hydroxy-8-(hydroxymethyl)-4,12,12,15-tetramethyl-5-oxotetracyclo[8.5.0.0,?.0,]pentadeca-3,8-dien-14-yl (2E)-2-methylbut-2-enoate",C/C=C(\C)C(=O)OC1C(C)C2(O)C3C=C(C)C(=O)C3CC(CO)=CC2C2C(C)(C)C12OC(C)=O,178.8680,3769,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Tigliane and ingenane diterpenoids,Tetracyclic diterpenoids; Tigliane diterpenoids,Diterpenoids,Terpenoids
3180,0.5529,137.0151,346.2229,483.2380,YJXDGWUNRYLINJ,"(6R,6aS,6bR,7aS,10S,10aS,12bR)-10-(3-Furyl)-4,4,6a,10a,12b-pentamethyl-3,8-dioxo-3,4,4a,5,6,6a,7a,8,10,10a,11,12,12a,12b-tetradecahydronaphtho[2,1-f]oxireno[d]isochromen-6-yl acetate",CC(=O)O[C@@H]1CC2C(C)(C)C(=O)\C=C/[C@]2(C)C3CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@@]45[C@]13C)C6=COC=C6,194.9330,4419,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Limonoids,Limonoids,Triterpenoids,Terpenoids
3182,0.2648,72.0687,346.2587,274.1900,IBIDRSSEHFLGSD,Val-Arg,CC(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N,201.7720,4786,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
3183,0.6074,454.2201,346.2589,800.4790,RTFKMVMUZLBFEW,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (4aS,6aS,6bR,9R,10R,11S,12aR)-11-hydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-10-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)C5CC[C@]43C)C2C1,209.9270,5378,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
3184,0.7657,0.0001,347.1201,347.1200,OAUREGNZECGNQS,Bavachin,O=C1C2=CC(=C(O)C=C2OC(C3=CC=C(O)C=C3)C1)CC=C(C)C,283.6100,9255,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,6-prenylated flavanones,Flavanones,Flavonoids,Shikimates and Phenylpropanoids
3185,0.6203,0.0005,347.1335,347.1340,NBLLRWANAFOKON,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-(3,4,5-trimethoxyphenoxy)oxane-3,4,5-triol",COC1=CC(=CC(=C1OC)OC)OC2C(C(C(C(O2)CO)O)O)O,128.7390,1478,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Phenolic glycosides,,,
3186,0.6203,0.0004,347.1336,347.1340,NBLLRWANAFOKON,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-(3,4,5-trimethoxyphenoxy)oxane-3,4,5-triol",COC1=CC(=CC(=C1OC)OC)OC2C(C(C(C(O2)CO)O)O)O,122.9220,969,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Phenolic glycosides,,,
3187,0.6068,354.0563,347.1487,701.2050,OEWYUGADRFSLPO,"2-(3,4-dihydroxyphenyl)ethyl (4S,5Z,6S)-4-[2-[2-(3,4-dihydroxyphenyl)ethoxy]-2-oxoethyl]-5-(2-hydroxyethylidene)-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",O=C(C[C@@H]1C(C(=O)OCCc2ccc(O)c(O)c2)=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C1=C\CO)OCCc1ccc(O)c(O)c1,152.5670,2297,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Terpene glycosides,Secoiridoid monoterpenoids,Monoterpenoids,Terpenoids
3188,0.4090,123.9442,347.1488,471.0930,RCPLKIFASQXUES,"4-(3,7-diacetoxy-5-hydroxy-4-oxo-4H-chromen-2-yl)-1,2-phenylene diacetate",O=C(OC=1C=C(O)C=2C(=O)C(OC(=O)C)=C(OC2C1)C=3C=CC(OC(=O)C)=C(OC(=O)C)C3)C,146.7220,1935,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavones,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
3189,0.8411,0.0002,347.1488,347.1490,GKPNPQODFXMCGO,Catechin Tetramethylether,COc1cc(OC)c2c(c1)O[C@H](c1ccc(OC)c(OC)c1)[C@@H](O)C2,168.3640,3124,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,Catechins,Flavan-3-ols,Flavonoids,Shikimates and Phenylpropanoids
3190,0.4887,202.1709,347.1491,549.3200,UIFFUZWRFRDZJC,Antimycin A1,CCCCCCC1C(C(OC(=O)C(C(OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C,135.7790,1518,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Acylaminobenzoic acid and derivatives,Antimycins,Macrolides,Amino acids and Peptides; Polyketides
3191,0.4887,142.0778,347.1612,489.2390,OLZQIITXGLOYDE,,CC(=CCOc1ccc2c(C)c(CC(=O)N3C[C@H]4C[C@@H](C3)c5cccc(=O)n5C4)c(=O)oc2c1C)C,213.5340,5536,Organic compounds,Alkaloids and derivatives,Lupin alkaloids,Cytisine and derivatives,Cytisine and derivatives,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
3193,0.3459,43.0153,347.1703,304.1550,LSLYOANBFKQKPT,Fenoterol,[H]Oc(c([H])2)c([H])c([H])c(c([H])2)C([H])([H])C([H])(C([H])([H])[H])N([H])C([H])([H])C([H])(O[H])c(c([H])1)c([H])c(O[H])c([H])c(O[H])1,177.4220,3606,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenethylamines,Amphetamines and derivatives,Phenylethylamines,Tyrosine alkaloids,Alkaloids
3195,0.4904,204.0837,347.2233,551.3070,GPZZGDXLEPYIJN,legonoxamine F,O=C(CC1=CC=CC=C1)N(O)CCCCCNC(CCC(N(O)CCCCCCNC(CCC(O)=O)=O)=O)=O,195.2860,4650,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,Phenylacetamides,N-acyl amines,Fatty amides,Fatty acids
3198,0.4090,272.3324,347.2806,619.6130,JZJYYCFYGXPUMF,Oleoyl ethylamide,CCCCCCCC/C=C\CCCCCCCC(=O)NCC,246.5000,7298,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,N-acyl amines,Fatty amides,Fatty acids
3199,0.5491,87.9796,347.3154,435.2950,SCABKEBYDRTODC,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,371.1300,13162,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
3200,0.4090,87.9795,347.3155,435.2950,SCABKEBYDRTODC,bis[2-(2-butoxyethoxy)ethyl] hexanedioate,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,367.3230,12937,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Triacylglycerols,Glycerolipids,Fatty acids
3201,0.6337,111.9645,347.3155,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,360.8010,12562,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3202,0.6337,155.9912,347.3158,503.3070,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,395.5980,14553,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3203,0.8201,0.0003,348.1303,348.1300,CAGLGYNQQSIUGX,kinetin riboside,OCC1OC(N2C=NC=3C(=NC=NC32)NCC=4OC=CC4)C(O)C1O,28.9130,82,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,,Purine nucleosides,Purine alkaloids,Pseudoalkaloids,Alkaloids
3206,0.6337,155.1009,348.2041,503.3050,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,159.5580,2565,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3208,0.5279,17.0264,348.2744,331.2480,SRMPRRDLILJEAW,Acaranoic acid,CCCCCCCCCC[C@H]1C[C@H]([C@@H](C(=O)O1)C)C(=O)O,229.6110,6413,Organic compounds,Organoheterocyclic compounds,Lactones,Delta valerolactones,Delta valerolactones,Paraconic acids and derivatives,Fatty acyls,Fatty acids
3209,0.4887,271.3298,348.2832,619.6130,JZJYYCFYGXPUMF,Oleoyl ethylamide,CCCCCCCC/C=C\CCCCCCCC(=O)NCC,246.6300,7241,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,N-acyl amines,Fatty amides,Fatty acids
3213,0.6010,0.0008,349.1992,349.2000,VEBVPUXQAPLADL,Ingenol,O=C1C2C=C(CO)C(O)C3(O)C(O)C(=CC13C(C)CC4C2C4(C)C)C,224.8460,6119,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Tigliane and ingenane diterpenoids,Ingenane diterpenoids; Tetracyclic diterpenoids,Diterpenoids,Terpenoids
3214,0.6068,372.1997,349.2003,721.4000,LOTLMZWGLBOKFL,"[2-[4-hydroxy-2,5-bis(hydroxymethyl)-3-(3-methylbutanoyloxy)oxolan-2-yl]oxy-6-(hydroxymethyl)-4,5-bis(2-methylpropanoyloxy)oxan-3-yl] decanoate",CCCCCCCCCC(=O)OC1C(OC2(CO)OC(CO)C(O)C2OC(=O)CC(C)C)OC(CO)C(OC(=O)C(C)C)C1OC(=O)C(C)C,203.5280,4977,Organic compounds,Lipids and lipid-like molecules,Saccharolipids,,Saccharolipids,,,Terpenoids
3215,0.4090,179.0548,349.2592,528.3140,CTXQVLLVFBNZKL,"2-[2-[(3R,4R,5S,7S,14R,16S)-17-amino-4,14,16-trihydroxy-3,7-dimethylheptadecan-5-yl]oxy-2-oxoethyl]butanedioic acid",CC[C@@H](C)[C@H]([C@H](C[C@@H](C)CCCCCC[C@H](C[C@@H](CN)O)O)OC(=O)CC(CC(=O)O)C(=O)O)O,302.4910,10149,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,Open-chain polyketides,Linear polyketides,Polyketides
3216,0.3041,179.1805,349.2735,170.0930,JDHILDINMRGULE,3-Methylhistidine,CN1C=NC=C1C[C@H](N)C(O)=O,369.0640,13095,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
3217,0.6281,0.0000,349.2740,349.2740,LZGVQJDYLAUCGI,"2(1H)-Naphthalenone, 8-[5-(acetyloxy)-3-methylpentyl]octahydro-4,4,8a-trimethyl-7-methylene-",CC(CCOC(C)=O)CCC1C(=C)CCC2C(C)(C)CC(=O)CC12C,352.4680,12054,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,Labdane diterpenoids,Diterpenoids,Terpenoids
3218,0.6329,109.9852,349.2948,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,337.9050,11265,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3223,0.6337,153.0824,350.2276,503.3100,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,162.4780,2832,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3224,0.4090,152.9789,350.3261,503.3050,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,325.0000,10985,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3225,0.6074,152.9836,350.3264,503.3100,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,356.7630,12298,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3226,0.6074,152.9793,350.3267,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,315.2970,10507,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3227,0.6329,125.9773,350.3267,476.3040,DTPCFIHYWYONMD,Decaethylene glycol  [IIN-based on: CCMSLIB00003135910],C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,375.4260,13455,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3228,0.6337,125.9772,350.3268,476.3040,DTPCFIHYWYONMD,Decaethylene glycol  [IIN-based on: CCMSLIB00003135910],C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,338.8480,11384,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
3231,0.4090,308.2346,351.1784,659.4130,IIENSJWVEKJWAJ,12-deoxy-5beta-6beta-7alpha-trihydroxy-phorbol-13-hexadecanoate,[H][C@@]13/C=C(C)\C(=O)[C@@]1(O)[C@H](O)[C@@](O)(CO)[C@@H](O)[C@@]4([H])[C@]2([H])C(C)(C)[C@]2(OC(=O)CCCCCCCCCCCCCCC)C[C@@H](C)[C@]34O,161.0290,2731,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Phorbol esters,Tetracyclic diterpenoids; Tigliane diterpenoids,Diterpenoids,Terpenoids
3232,0.4127,170.0704,351.1786,521.2490,OBNLKIYUNMSGTC,"4,20-dideoxyphorbol diester from Euphorbia",[H][C@]12[C@]3([H])C([H])=C(C=O)C[C@]4([H])C(C(C)=C([H])[C@@]4([H])[C@@]3(O)[C@H](C)[C@@H](OC(/C(C)=C/C)=O)[C@@]1(OC(C(C)C)=O)C2(C)C)=O,173.1540,3330,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Tigliane and ingenane diterpenoids,Tigliane diterpenoids,Diterpenoids,Terpenoids
3233,0.5972,0.0008,351.1788,351.1780,YBYLMWJFEFIGQR,"7-((4E)-2-hydroxy-5-morpholin-4-yl-4-azapent-4-enyl)-1,3-dimethyl-1,3,7-trihyd ropurine-2,6-dione",Cn1c(=O)c2c(ncn2CC(O)CN=CN2CCOCC2)n(C)c1=O,181.7380,3825,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Purinones,Purine alkaloids,Pseudoalkaloids,Alkaloids
3234,0.4090,132.2009,351.1791,483.3800,PYXFVCFISTUSOO,20(R)-Protopanaxadiol,OC1CC2C3(C)CCC(O)C(C)(C)C3CCC2(C)C4(C)CCC(C14)C(O)(C)CCC=C(C)C,194.2930,4438,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Dammarane and Protostane triterpenoids,Triterpenoids,Terpenoids
3235,0.4090,274.1929,351.2151,625.4080,OVBUASHUXKNUMI,12-deoxy-5beta-hydroxy-phorbol-13-hexadecanoate,[H][C@@]23/C=C(CO)\[C@@H](O)[C@]1(O)C(=O)/C(C)=C\[C@@]1([H])C2[C@H](C)C[C@@]4(OC(=O)CCCCCCCCCCCCCCC)C(C)(C)[C@@]34[H],189.6610,4252,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Tigliane and ingenane diterpenoids,Tetracyclic diterpenoids; Tigliane diterpenoids,Diterpenoids,Terpenoids
3236,0.4090,106.0658,351.2152,457.2810,HNNQILZBIHECCU,"3-(5,6-dihydroxyheptyl)-4-methyl-2H-furan-5-one [IIN-based on: CCMSLIB00000845434]",CC(O)C(O)CCCCC1=C(C)C(=O)OC1,208.3120,5235,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,,,Polyketides
3237,0.4090,182.0587,351.2153,533.2740,NSFWWJIQIKBZMJ,Roridin A,C[C@@H]1CCO[C@H](/C=C/C=C\C(=O)O[C@@H]2C[C@@H]3[C@]4([C@]2([C@]5(CCC(=C[C@H]5O3)C)COC(=O)[C@H]1O)C)CO4)[C@@H](C)O,245.5470,7167,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Trichothecenes,Trichothecane sesquiterpenoids,Sesquiterpenoids,Terpenoids
3238,0.6290,0.0004,351.2156,351.2160,XKXZAYIPFRBKHT,"5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid",CC(CCC1(C)C(C)CCC2(C)C1CC(=O)C=C2C(O)=O)CC(O)=O,179.8420,3749,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Colensane and clerodane diterpenoids,Colensane and Clerodane diterpenoids,Diterpenoids,Terpenoids
3241,0.6280,0.0000,351.2160,351.2160,XKXZAYIPFRBKHT,"5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid",CC(CCC1(C)C(C)CCC2(C)C1CC(=O)C=C2C(O)=O)CC(O)=O,215.4630,5740,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Colensane and clerodane diterpenoids,Colensane and Clerodane diterpenoids,Diterpenoids,Terpenoids
3242,0.6619,212.0785,351.2165,563.2950,SVAPNKGLWRWWCI,"12-O-[octa-2Z,4E-dienoyl]-13-isobutyroyloxy-4-deoxyphorbol",[H][C@]12[C@]3([H])C=C(CO)C[C@]4([H])C(C(C)=C[C@@]4([H])[C@@]3(O)[C@H](C)[C@@H](OC(/C=C\C=C\CCC)=O)[C@@]1(OC(C(C)C)=O)C2(C)C)=O,220.9650,5948,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Tigliane and ingenane diterpenoids,Tigliane diterpenoids,Diterpenoids,Terpenoids
3244,0.8422,0.0009,352.1659,352.1650,JMCOUWKXLXDERB,Phe-Trp,C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)O)N,169.9780,3206,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Dipeptides,Small peptides,Amino acids and Peptides
3246,0.4090,607.3417,352.1783,959.5200,WYQVAPGDARQUBT,Asiaticoside,O=C(OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)C45CCC(C)C(C)C5C6=CCC7C8(C)CC(O)C(O)C(C)(CO)C8CCC7(C)C6(C)CC4,385.2290,13868,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Ursane and Taraxastane triterpenoids,Triterpenoids,Terpenoids
3250,0.6337,150.9999,352.3061,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,318.1910,10666,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
