query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
2162,0.6016,0.0006,325.1436,325.1430,VMLBYIAVHBDFGA,"1-(2H,3H-benzo[3,4-e]1,4-dioxin-6-yl)-2-(2-5,6,7,8-tetrahydronaphthyloxy)ethan -1-one",O=C(COc1ccc2c(c1)CCCC2)c1ccc2c(c1)OCCO2,250.4450,6883,Organic compounds,Benzenoids,Tetralins,,Tetralins,,,Shikimates and Phenylpropanoids
2163,0.7359,0.0007,325.1437,325.1430,DAWSYIQAGQMLFS,"5,7-dihydroxy-8-(3-methylbut-2-enyl)-2-phenyl-2,3-dihydrochromen-4-one",CC(C)=CCC1=C2OC(CC(=O)C2=C(O)C=C1O)C3=CC=CC=C3,222.4260,5478,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,8-prenylated flavanones,Flavanones; Pyranocoumarins,Coumarins; Flavonoids,Shikimates and Phenylpropanoids
2164,0.4090,381.0498,325.2002,706.2500,JXCDWBSOTYSNDX,"(R)-((2R,3S,4S,5R,6S)-6-((3-(2,3-dihydrobenzo[b][1,4]dioxin-6-yl)-4-oxo-4H-chromen-7-yl)oxy)-3,4,5-trihydroxytetrahydro-2H-pyran-2-yl)methyl 2-((tert-butoxycarbonyl)amino)-3-phenylpropanoate",O=C(OC(C)(C)C)NC(C(=O)OCC1OC(OC2=CC=C3C(=O)C(=COC3=C2)C=4C=CC=5OCCOC5C4)C(O)C(O)C1O)CC=6C=CC=CC6,166.2870,2499,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavonoid O-glycosides,Isoflavonoid O-glycosides,Isoflavones,Isoflavonoids,Shikimates and Phenylpropanoids
2165,0.5229,18.1273,325.2003,307.0730,GXIYEKVMSPYQNC,"2-(2-chlorophenyl)-1-(2-hydroxy-4,6-dimethoxyphenyl)ethan-1-one",COc1cc(O)c(C(=O)Cc2ccccc2Cl)c(OC)c1,181.2860,3267,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,,Stilbenes,Acyl phloroglucinols,Phloroglucinols,Polyketides
2166,0.4090,440.1324,325.2006,765.3330,LRYKURPAEKHAKB,5-(acetyloxy)-3-(hydroxymethyl)-2-oxo-6-(propan-2-yl)cyclohex-3-en-1-yl (2E)-4-(acetyloxy)-2-methylbut-2-enoate,CC(C)C(C(C=C(CO)C1=O)OC(C)=O)C1OC(/C(/C)=C/COC(C)=O)=O,195.4730,3946,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Menthane monoterpenoids,Germacrane sesquiterpenoids,Sesquiterpenoids,Terpenoids
2167,0.4090,278.1493,325.2007,603.3500,MXZXIBZNZUOHER,"(1S,2S,5R,7R,10S,11S,14R,16R,19S,20S,23R,25R)-5,14-diethyl-2,11,20,23-tetramethyl-4,13,22,28,29,30-hexaoxatetracyclo[23.2.1.1?,?.1?,?]triacontane-3,12,21-trione",CC[C@@H]1C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@H](C)C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O[C@H](CC)C[C@H]2CC[C@H](O2)[C@H](C)C(=O)O1,234.4670,6150,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues,,Macrolides and analogues,Macrotetrolides,Polyethers,Polyketides
2168,0.5273,25.9788,325.2008,299.2220,SRMPRRDLILJEAW,Acaranoic acid,CCCCCCCCCC[C@H]1C[C@H]([C@@H](C(=O)O1)C)C(=O)O,287.0310,8726,Organic compounds,Organoheterocyclic compounds,Lactones,Delta valerolactones,Delta valerolactones,Paraconic acids and derivatives,Fatty acyls,Fatty acids
2169,0.4090,252.3162,325.2008,577.5170,YEJYLHKQOBOSCP,1-Palmitoyl-2-oleoyl-sn-glycerol,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,227.9140,5776,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,2-diacylglycerols",Diacylglycerols,Glycerolipids,Fatty acids
2170,0.4090,110.0502,325.2008,435.2510,INRCFVYVWPWZJS,"5-[(Z)-14-(3,5-dihydroxyphenyl)tetradec-8-enyl]benzene-1,3-diol",Oc1cc(O)cc(CCCCC/C=C\CCCCCCCc2cc(O)cc(O)c2)c1,205.3460,4586,Organic compounds,Benzenoids,Phenols,Benzenediols,Resorcinols,Catechols with side chains,Aromatic polyketides,Polyketides
2171,0.5548,286.2882,325.2008,611.4890,GQEOLYBERRZZCE,8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585],CCCCCCCCC1OC1C(O)CCCCCCC(O)=O,292.6700,8931,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
2172,0.3459,44.1688,325.2012,369.3700,QZZGJDVWLFXDLK,tetracosanoic acid,O=C(O)CCCCCCCCCCCCCCCCCCCCCCC,306.5080,9369,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Very long-chain fatty acids,Unsaturated fatty acids,Fatty Acids and Conjugates,Fatty acids
2173,0.4272,103.9665,325.2275,429.1940,SKWMDAJIQZJZKL,8-Benzylcanadine,COc1ccc2c(c1OC)C(Cc1ccccc1)N1CCc3cc4c(cc3C1C2)OCO4,326.5240,10122,Organic compounds,Alkaloids and derivatives,Protoberberine alkaloids and derivatives,,Protoberberine alkaloids and derivatives,Isoquinoline alkaloids; Protoberberine alkaloids,Tyrosine alkaloids,Alkaloids
2174,0.8062,0.0006,325.2276,325.2270,ZFQMTVNLDNXRNQ,"TUE00282 Denatonium|N-Benzyl-2-[(2,6-dimethylphenyl)amino]-N,N-diethyl-2-oxoethanaminium M",CC[N+](CC)(Cc1ccccc1)CC(=O)Nc2c(cccc2C)C,213.3890,5003,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid amides,,,
2175,0.4090,238.3110,325.2370,563.5480,FATBGEAMYMYZAF,"9-Octadecenamide, (Z)-",CCCCCCCC/C=C\CCCCCCCC(=O)N,350.3050,10959,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,Primary amides,Fatty amides,Fatty acids
2176,0.5774,286.2519,325.2371,611.4890,GQEOLYBERRZZCE,8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585],CCCCCCCCC1OC1C(O)CCCCCCC(O)=O,316.8780,9701,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Other Octadecanoids,Octadecanoids,Fatty acids
2177,0.6080,0.0007,325.2373,325.2380,WZYZDHVPSZCEEP,allo-Protolichesterinic acid,CCCCCCCCCCCCC[C@@H]1OC(=O)C(=C)[C@@H]1C(=O)O,281.9820,8429,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Paraconic acids and derivatives,Fatty acyls,Fatty acids
2178,0.5284,188.1074,325.2374,137.1300,CRPUJAZIXJMDBK,Comphene,CC1(C2CCC(C2)C1=C)C,308.6060,9433,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Bicyclic monoterpenoids,Camphane monoterpenoids; Fenchane monoterpenoids,Monoterpenoids,Terpenoids
2179,0.6232,0.0005,325.2375,325.2380,SLQVVNFTCYVCPB,Lichesterinic acid,CCCCCCCCCCCCC[C@H]1C(=C(C(=O)O1)C)C(=O)O,336.7580,10317,Organic compounds,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,Paraconic acids and derivatives,Fatty acyls,Fatty acids
2180,0.6270,0.0005,325.2375,325.2380,WZYZDHVPSZCEEP,allo-Protolichesterinic acid,CCCCCCCCCCCCC[C@@H]1OC(=O)C(=C)[C@@H]1C(=O)O,304.0060,9221,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Paraconic acids and derivatives,Fatty acyls,Fatty acids
2181,0.6232,0.0002,325.2738,325.2740,KHCCSRVJJDOANA,"(3S)-5-[(1R,2R,8aS)-2-hydroxy-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]-3-methylpentanoic acid",C[C@@H](CC[C@@H]1[C@@]2(C)CCCC(C)(C)C2CC[C@@]1(C)O)CC(=O)O,371.9760,11900,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,Labdane diterpenoids,Diterpenoids,Terpenoids
2182,0.6241,0.0001,325.2739,325.2740,KHCCSRVJJDOANA,"1-Naphthalenepentanoic acid, decahydro-2-hydroxy-beta,2,5,5,8a-pentamethyl-, (betaS,1R,2R,8aS)-",C[C@@H](CC[C@H]1[C@](C)(O)CCC2C(C)(C)CCC[C@]12C)CC(O)=O,315.8120,9686,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,Labdane diterpenoids,Diterpenoids,Terpenoids
2183,0.5554,56.0632,325.3102,269.2470,IZFGRAGOVZCUFB,methyl palmitoleate,CCCCCC/C=C\CCCCCCCC(=O)OC,421.1110,13932,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Wax monoesters,Fatty esters,Fatty acids
2184,0.5286,65.1762,326.1078,391.2840,MQIUGAXCHLFZKX,Dioctyl phthalate,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,297.5550,9044,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
2185,0.4828,412.8542,326.1458,739.0000,URQIVYYWPHFPBY,14-Acetylbearline,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2[C@@H](C(C31)([C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@H]5[C@H]6OC(=O)C)OC(=O)C)O)O)OC)OC)COC(=O)C7=CC=CC=C7N8C(=O)CC(C8=O)C,334.5530,10286,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,Terpenoid alkaloids,Pseudoalkaloids,Alkaloids; Terpenoids
2186,0.4851,115.0114,326.1706,441.1820,XSLGFIQRVCXUEU,Clindamycin sulfoxide,CCCC1CC(C(NC(C(Cl)C)C2C(O)C(O)C(O)C(S(C)=O)O2)=O)N(C)C1,110.0940,679,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Proline and derivatives,,,
2187,0.5273,84.0277,326.1707,242.1430,IROINLKCQGIITA,"2-N-tert-butyl-4-N-ethyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,76.9850,532,Organic compounds,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",Methylthio-s-triazines,,,Alkaloids
2188,0.6791,30.9715,326.2325,295.2610,WTTJVINHCBCLGX,"methyl (9Z,12Z)-octadeca-9,12-dienoate",CCCCCC=CCC=CCCCCCCCC(=O)OC,225.8320,5687,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
2189,0.5503,4.9556,326.2326,321.2770,QHATYOWJCAQINT,"methyl (8Z,11Z,14Z)-icosa-8,11,14-trienoate",CCCCCC=CCC=CCC=CCCCCCCC(=O)OC,212.5690,5059,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Other Eicosanoids; Unsaturated fatty acids,Eicosanoids; Fatty Acids and Conjugates,Fatty acids
2190,0.5864,25.9426,326.2326,300.2900,HXYVTAGFYLMHSO,N-(2-hydroxyethyl)hexadecanamide,CCCCCCCCCCCCCCCC(=O)NCCO,235.7120,6207,Organic compounds,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,Carboximidic acids,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
2191,0.5292,14.9387,326.2327,311.2940,LVGKNOAMLMIIKO,Oleic acid ethyl ester,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,199.7170,4174,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,Wax monoesters,Fatty esters,Fatty acids
2192,0.6878,18.9697,326.2327,307.2630,JYYFMIOPGOFNPK,Linolenic acid ethyl ester,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,183.7290,3401,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,Wax monoesters,Fatty esters,Fatty acids
2193,0.7649,0.0002,326.2328,326.2330,YQFJJDSGBAAUPW,3-oxo-N-(2-oxooxolan-3-yl)tetradecanamide,CCCCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,207.3240,4530,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Fatty acyl homoserine lactones,Fatty amides,Fatty acids
2194,0.3459,10.0570,326.2330,316.1760,DNAWGBOKUFFVMB,"[(7R,8R)-7-hydroxy-4-oxido-5,6,7,8-tetrahydro-3H-pyrrolizin-4-ium-1-yl]methyl (2S)-2-hydroxy-2-[(1S)-1-hydroxyethyl]-3-methylbutanoate",C[C@@H]([C@@](C(C)C)(C(=O)OCC1=CC[N+]2([C@H]1[C@@H](CC2)O)[O-])O)O,337.6610,10398,Organic compounds,Alkaloids and derivatives,,,Alkaloids and derivatives,,,
2195,0.8658,0.0043,326.3057,326.3100,HXYVTAGFYLMHSO,Palmitoyl Ethanolamide,CCCCCCCCCCCCCCCC(=O)NCCO,372.7280,11916,Organic compounds,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,Carboximidic acids,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
2196,0.4090,114.8059,326.3421,441.1480,KFCAYWMYUVHBAC,"3,5-dimethoxyphenyl 4-(2-naphthylsulfonyl)piperazinyl ketone",COc1cc(OC)cc(C(=O)N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)c1,299.3500,9027,Organic compounds,Benzenoids,Naphthalenes,Naphthalene sulfonic acids and derivatives,2-naphthalene sulfonic acids and derivatives,,,Alkaloids
2197,0.6337,176.6006,326.7094,503.3100,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,325.3300,10107,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
2198,0.6337,176.5965,326.7095,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,167.6390,2619,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
2199,0.6237,0.0004,327.0084,327.0080,KVMPUXDNESXNOH,Tris(1-chloropropan-2-yl) phosphate,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,272.7710,8060,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Trialkyl phosphates,,,Fatty acids
2200,0.9217,0.0004,327.0784,327.0780,XZZNDPSIHUTMOC,Triphenyl phosphate,O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,318.2150,9744,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Aryl phosphotriesters,,,Shikimates and Phenylpropanoids
2201,0.5698,110.1098,327.0862,437.1960,QJFJALJGKXGWFO,"5-hydroxy-7-[4-hydroxy-2-methoxy-3-(3-methylbut-2-enyl)phenyl]-2,2-dimethyl-7,8-dihydropyrano[3,2-g]chromen-6-one",COC1=C(C=CC(O)=C1CC=C(C)C)C2COC3=CC4=C(C=CC(C)(C)O4)C(O)=C3C2=O,156.8170,2101,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavans,3'-prenylated isoflavanones,Isoflavanones,Isoflavonoids,Shikimates and Phenylpropanoids
2202,0.9238,0.0001,327.1591,327.1590,WCFYXOLUODJLKB,4-[1-hydroxy-2-[2-methoxy-4-[(E)-prop-1-enyl]phenoxy]propyl]-2-methoxyphenol [IIN-based: Match],COC1=C(O)C=CC(=C1)C(O)C(C)OC2=C(OC)C=C(C=C2)\\C=C\\C,170.7880,2717,Organic compounds,"Lignans, neolignans and related compounds",,,"Lignans, neolignans and related compounds",Neolignans,Lignans,Shikimates and Phenylpropanoids
2203,0.9259,0.0002,327.1592,327.1590,PUETUDUXMCLALY,"2,3-bis[(4-hydroxy-3-methoxyphenyl)methyl]butane-1,4-diol",COc(cc(CC(CO)C(Cc(cc1)cc(OC)c1O)CO)cc1)c1O,186.6670,3547,Organic compounds,"Lignans, neolignans and related compounds",Dibenzylbutane lignans,Dibenzylbutanediol lignans,Dibenzylbutanediol lignans,Dibenzylbutane lignans,Lignans,Shikimates and Phenylpropanoids
2204,0.3459,16.0858,327.1668,311.0810,ZZORFUFYDOWNEF,"4-amino-N-(2,6-dimethoxy-4-pyrimidinyl)benzenesulfonamide",c1(NS(c2ccc(N)cc2)(=O)=O)cc(nc(n1)OC)OC,30.3920,123,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Aminobenzenesulfonamides,,,Alkaloids
2205,0.6194,0.0000,327.1800,327.1800,IVEJMWCGEFICJC,[5-acetyloxy-3-(hydroxymethyl)-2-oxo-6-propan-2-ylcyclohex-3-en-1-yl] 3-methylbutanoate,CC(C)CC(=O)OC1C(C(C)C)C(OC(C)=O)C=C(CO)C1=O,212.1690,4909,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Menthane monoterpenoids,Germacrane sesquiterpenoids,Sesquiterpenoids,Terpenoids
2206,0.4090,533.9435,327.1925,861.1360,YMFLMFCNFNRUFO,"[(2S,3R,4S,5R,6R)-5-hydroxy-2,4-bis[(3,4,5-trihydroxybenzoyl)oxy]-6-[(3,4,5-trihydroxybenzoyl)oxymethyl]oxan-3-yl] 3,4,5-trihydroxy-2-(2-methoxy-2-oxoethyl)benzoate",COC(=O)Cc1c(C(=O)O[C@H]2[C@H](OC(=O)c3cc(O)c(O)c(O)c3)O[C@H](COC(=O)c3cc(O)c(O)c(O)c3)[C@@H](O)[C@@H]2OC(=O)c2cc(O)c(O)c(O)c2)cc(O)c(O)c1O,176.0110,2992,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Gallotannins,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
2207,0.7880,176.1050,327.2010,503.3060,PSVXZQVXSXSQRO,Undecaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,334.1080,10302,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
2208,0.7918,132.0786,327.2014,459.2800,DTPCFIHYWYONMD,Decaethylene glycol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,129.6360,1058,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
2209,0.6074,158.0365,327.2165,485.2530,ROWFSYNHZPRCKO,Dihydrogedunin,CC(=O)OC1CC2C(C)(C)C(=O)CCC2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C,188.5160,3665,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Limonoids,Limonoids,Triterpenoids,Terpenoids
2210,0.5528,161.9953,327.2167,489.2120,UEVWVMGTABEFID,[IIN-based: Match],COC1=C2CC3C(C)(CC4(O)OCC5(C)OC6(CCC3(C)C45O6)OC)OC2=C(C)C7=C1C(=O)OC7,247.7300,6779,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Xanthenes,Tetraketide meroterpenoids,Meroterpenoids,Polyketides; Terpenoids
2211,0.4090,151.1233,327.2167,478.3400,KWEIJKWXQKCOKC,5-(hydroxymethyl)-3-(1-hydroxy-4-methylhexyl)oxolan-2-one [IIN-based on: CCMSLIB00000846526],CCC(C)CCC(O)C1CC(CO)OC1=O,216.9820,5187,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,Open-chain polyketides,Linear polyketides,Polyketides
2212,0.6232,0.0003,327.2527,327.2530,JAKAZHIACKJNNB,Avocadyne Acetate,C#CCCCCCCCCCCCC(O)CC(O)COC(C)=O,336.5370,10381,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols,,,
2213,0.7156,0.0000,327.2530,327.2530,FHGZOCAZNHYWAL,"1,2-dihydroxyheptadec-16-yn-4-yl acetate",C#CCCCCCCCCCCCC(CC(O)CO)OC(C)=O,346.4380,10830,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols,,,
2214,0.6281,0.0001,327.2531,327.2530,JAKAZHIACKJNNB,Avocadyne Acetate,C#CCCCCCCCCCCCC(O)CC(O)COC(C)=O,312.9980,9501,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols,,,
2215,0.6232,0.0002,327.2532,327.2530,FHGZOCAZNHYWAL,"1,2-dihydroxyheptadec-16-yn-4-yl acetate",C#CCCCCCCCCCCCC(CC(O)CO)OC(C)=O,314.9480,9718,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols,,,
2216,0.6286,296.3561,327.2659,623.6220,SXPRAKSDHOEHIG,Cer(d18:0/22:0),CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](CCCCCCCCCCCCCCC)O,294.7680,8967,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Ceramides,Ceramides,Sphingolipids,Fatty acids
2217,0.5529,237.1860,327.2890,564.4750,CRQPNYSGCDQCRE,DG(16:1/0:0/16:1),CCCCCCCC/C=C\CCCCCC(=O)OCC(O)COC(=O)CCCCC/C=C\CCCCCCCC,352.9340,11093,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,3-diacylglycerols",Triacylglycerols,Glycerolipids,Fatty acids
2218,0.6074,267.2326,327.2894,594.5220,YEJYLHKQOBOSCP,DG(16:0/18:1/0:0),CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,304.7920,9207,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,2-diacylglycerols",Diacylglycerols,Glycerolipids,Fatty acids
2219,0.5292,128.1195,327.2895,199.1700,WGPCZPLRVAWXPW,FIO00055 gamma-Dodecalactone,CCCCCCCCC(C1)OC(=O)C1,413.8840,13625,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,Lactones,Fatty esters,Fatty acids
2220,0.4090,156.1043,328.0817,484.1860,VQKXXLNUNPXICX,"pentyl 4-(3-chloro-4-hydroxy-5-methoxyphenyl)-2,7,7-trimethyl-5-oxo-1,4,6,7,8- pentahydroquinoline-3-carboxylate",CCCCCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1cc(Cl)c(O)c(OC)c1,318.2850,9750,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
2221,0.6069,538.0201,328.1389,866.1590,NHNODHRSCRALBF,alphamethylacetoacetyl CoA,O=C(SCCNC(CCNC(C(C(C)(C)COP(OP(OCC1C(OP(O)(O)=O)C(O)C(N2C(N=CN=C3N)=C3N=C2)O1)(O)=O)(O)=O)O)=O)=O)C(C)C(C)=O,28.7350,69,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,3-oxo-acyl CoAs,Fatty acyl CoAs,Fatty esters,Fatty acids
2222,0.8401,0.0007,328.1393,328.1400,FAVRCIXPIVJIPN,N-(1-Deoxy-1-fructosyl)phenylalanine,C1=CC=C(C=C1)C[C@@H](C(=O)O)NCC2([C@H]([C@@H]([C@H](O2)CO)O)O)O,45.2930,337,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,,,
2223,0.5284,1.0114,328.1396,329.1510,CGWAPUBOXJWXMS,Tyr-Phe,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CC=C(C=C2)O)N,38.2170,269,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,Dipeptides,Small peptides,Amino acids and Peptides
2224,0.4090,189.0326,328.1544,517.1870,YQBNJPACAUPNLV,"3-methoxy-2-propan-2-ylfuro[3,2-g]chromen-7-one [IIN-based on: CCMSLIB00000846301]",COC1=C(OC2=C1C=C3C=CC(=O)OC3=C2)C(C)C,240.3130,6469,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins,Psoralens,Furocoumarins; Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
2225,0.2939,99.1816,328.2114,427.3930,AACFCESRKATSDI,Peplusol unfiltered spectra,C/C(C)=C\CCC(C)=CCCC(C)=CCC(C(CCC=C(CC/C=C(C)/C)C)=C)CO,265.7830,7793,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Acyclic diterpenoids,Acyclic triterpenoids,Triterpenoids,Terpenoids
2226,0.4090,321.4256,328.2114,649.6370,XNDGHYLBMLLBEI,Cer(d18:0/24:1),CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](CC=CCCCCCCCCCCCC)O,270.1180,8012,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,Ceramides,Sphingolipids,Fatty acids
2227,0.7918,45.0580,328.2330,283.1750,IIRDTKBZINWQAW,Hexaethylene glycol,C(COCCOCCOCCOCCOCCO)O,101.9740,625,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Polyethylene glycols,Monoacylglycerols,Glycerolipids,Fatty acids
2228,0.7649,0.0004,328.2484,328.2480,IKQUESGRCDRZTI,3-hydroxy-N-(2-oxooxolan-3-yl)tetradecanamide,CCCCCCCCCCCC(O)CC(=O)NC1CCOC1=O,210.6470,4934,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids and derivatives,Fatty acyl homoserine lactones,Fatty amides,Fatty acids
2229,0.4090,291.2918,328.3212,619.6130,JZJYYCFYGXPUMF,Oleoyl ethylamide,CCCCCCCC/C=C\CCCCCCCC(=O)NCC,331.3830,10215,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,N-acyl amines,Fatty amides,Fatty acids
2230,0.6081,42.0875,328.3575,286.2700,UHPXXKLAACDXGS,Pentadecanoyl Ethanolamide,O=C(CCCCCCCCCCCCCC)NCCO,287.5670,8731,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,N-acylethanolamines,N-acyl ethanolamines (endocannabinoids),Fatty amides,Fatty acids
